id;uf;orgao;fim;motivo;acao
a2e23f84f60e8ace4d9e;CE;PNCP — MUNICIPIO DE SENADOR SA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
6695f89b3176a843e827;CE;PNCP — MUNICIPIO DE BATURITE;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
c398fe0faee0394d5113;DF;PNCP — CONSELHO FEDERAL DE ENGENHARIA E AGRONOMIA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
4c33635685d7c762cedb;ES;PNCP — MUNICIPIO DE ITAPEMIRIM;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
11768ed9d6ef89878efe;MA;PNCP — MUNICIPIO DE GOVERNADOR LUIZ ROCHA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
e8de25d724d1de2c80b0;MA;PNCP — MUNICIPIO DE PAULO RAMOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
d68b52c19517b5fe511c;MA;PNCP — MUNICIPIO DE CAXIAS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
31164bc891740538ceb8;MG;PNCP — MUNICIPIO DE PEDRA BONITA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
63d4a2a3748953c0568b;MG;PNCP — MUNICIPIO DE WENCESLAU BRAZ;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
832b4ebf5f1b167a198e;MG;PNCP — MUNICIPIO DE RIBEIRAO DAS NEVES;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
a5b965e8246ce83ed56a;MG;PNCP — MUNICIPIO DE PATROCINIO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
459733f1b7d072c4b563;MG;PNCP — MUNICIPIO DE PARACATU;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
5fdac067946276084a85;MG;PNCP — MUNICIPIO DE PARACATU;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
ccc296e9e783767e56b2;MG;PNCP — MUNICIPIO DE ORATORIOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
6778d5aa826c7b107693;MT;PNCP — MUNICIPIO DE COLNIZA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
6846a6fdc442a7edf191;MT;PNCP — MUNICIPIO DE SORRISO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
cfa2bfd4a77cf4ce804e;MT;PNCP — MUNICIPIO DE PARANATINGA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
4c94a13f418fba0d0715;MT;PNCP — MUNICIPIO DE NOBRES;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
f23f77917aa8ab75ca26;PA;PNCP — MUNICIPIO DE BELTERRA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
b1b9f55f9e5624abd95e;PI;PNCP — FUNDACAO MUNICIPAL DE SAUDE;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
52aae9ce41ad52f83809;PI;PNCP — MUNICIPIO DE FLORIANO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
023bbe9cd308edd98a3d;PR;PNCP — MUNICIPIO DE PRUDENTOPOLIS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
3dd2e9ce702aae7659a5;PR;PNCP — MUNICIPIO DE NOVA ESPERANCA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
47869269b585c38a5736;PR;PNCP — MUNICIPIO DE COLOMBO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
56160bcf52ea1bfaeb88;PR;PNCP — SECRETARIA DE ESTADO DA SEGURANCA PUBLICA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
72c1599531991b1ac933;PR;PNCP — FUNDACAO DE ESPORTES DE CAMPO MOURAO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
76d1259c4c611525eb22;PR;PNCP — MUNICIPIO DE TERRA BOA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
7d0bb9ae4eb3935a7d0b;PR;PNCP — SECRETARIA DE ESTADO DA SEGURANCA PUBLICA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
81a0437c26b4279fc8b4;PR;PNCP — SECRETARIA DE ESTADO DA SEGURANCA PUBLICA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
a3be0a2e158d755f7e44;PR;PNCP — SECRETARIA DE ESTADO DA SEGURANCA PUBLICA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
b35120b6cb1ce84ed0d6;PR;PNCP — SECRETARIA DE ESTADO DA SEGURANCA PUBLICA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
d7977d9e266e84117b68;PR;PNCP — MUNICIPIO DE NOVA ESPERANCA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
da827ae9c730da9298c2;PR;PNCP — SECRETARIA DE ESTADO DA SEGURANCA PUBLICA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
e30fc0c0ea4d3db1b838;PR;PNCP — MUNICIPIO DE COLOMBO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
ebbce9bdc663f46a863b;PR;PNCP — SECRETARIA DE ESTADO DA SEGURANCA PUBLICA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
f82c5eda49168333e721;PR;PNCP — SECRETARIA DE ESTADO DA SEGURANCA PUBLICA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
370a35b17408d622d9aa;PR;PNCP — MUNICIPIO DE LUIZIANA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
81a7f79723fe650d4d68;PR;PNCP — MUNICIPIO DE GUAIRA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
90540a1ed23e0ef1be9c;PR;PNCP — MUNICIPIO DE MARIOPOLIS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
fb5227d30224aee62b5d;PR;PNCP — MUNICIPIO DE CAMPO MOURAO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
c341e8487e2aede9b832;RJ;PNCP — COMANDO DA MARINHA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
04c2f694055b97368cbf;RJ;PNCP — MUNICIPIO DE JAPERI;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
4e5bcf840dc7ce3ea6e2;RJ;PNCP — MUNICIPIO DE ARRAIAL DO CABO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
ff227bbb17704f0973bb;RJ;PNCP — MUNICIPIO DE PINHEIRAL;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
5258a95ad63285f99b87;RJ;PNCP — INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
2abadd217ee84f41ed61;RJ;PNCP — MUNICIPIO DE JAPERI;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
f87267f020a4bc74b664;RN;PNCP — MUNICIPIO DE LAGOA DE PEDRAS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
2beebeda35753fca9ba4;RO;PNCP — MUNICIPIO DE VILHENA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
3bede719aa233d8049b1;RO;PNCP — MUNICIPIO DE VILHENA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
c84b4b6d14a24f587635;RO;PNCP — MUNICIPIO DE CACOAL;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
1eaba08f0097a3439216;RS;PNCP — MUNICIPIO DE NOVO HAMBURGO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
279fd5164589758e182c;RS;PNCP — MUNICIPIO DE PASSO FUNDO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
2e9711152378cd8aacd9;RS;PNCP — MUNICIPIO DE PASSO FUNDO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
485139734f31774a1a97;RS;PNCP — MUNICIPIO DE LAGOA VERMELHA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
50bee3d340f4506da550;RS;PNCP — MUNICIPIO DE PASSO FUNDO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
80529ad515742473b8f5;RS;PNCP — MUNICIPIO DE NOVO HAMBURGO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
996497acfed0b3158670;RS;PNCP — MUNICIPIO DE CARAZINHO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
c42691378940f7689f60;RS;PNCP — MUNICIPIO DE BENTO GONCALVES;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
c83b139e8756aab2229f;RS;PNCP — MUNICIPIO DE BENTO GONCALVES;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
dcb954069dd462c887e4;RS;PNCP — MUNICIPIO DE NOVO HAMBURGO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
e372219db856c7729beb;RS;PNCP — MUNICIPIO DE SAPIRANGA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
fe6d577d2a1fd4c103a2;RS;PNCP — MUNICIPIO DE NOVO HAMBURGO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
faec894c6ef6362b7f2a;RS;PNCP — MUNICIPIO DE LAGOA VERMELHA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
3a87d7ba457d99a817a9;RS;PNCP — MUNICIPIO DE DOIS IRMAOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
3ffb0b79e795dad81d1f;RS;PNCP — MUNICIPIO DE LAGOA VERMELHA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
a902f9b63006946ca43e;RS;PNCP — MUNICIPIO DE LAGOA VERMELHA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
cb51e96b5bf56bd13578;RS;PNCP — MUNICIPIO DE PASSO FUNDO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
e177587a928805d87bee;RS;PNCP — FUNDACAO CASA DAS ARTES DE BENTO GONCALVES;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
40f2d99588e2fd64b352;RS;PNCP — MUNICIPIO DE LAGOA VERMELHA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
e2393262c2615ecd35f0;RS;PNCP — MUNICIPIO DO RIO GRANDE;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
2a117bef388182e6cf5b;RS;PNCP — MUNICIPIO DE LAGOA VERMELHA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
196d0569cd32c3ab9ee7;SC;PNCP — MUNICIPIO DE XANXERE;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
3c0a31bb47491a54b1b8;SC;PNCP — MUNICIPIO DE PRESIDENTE GETULIO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
49373ee8da52fa1ed6a0;SC;PNCP — MUNICIPIO DE PLANALTO ALEGRE;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
6b796839bffa7cf14fdc;SC;PNCP — FUNDACAO MUNICIPAL DE ESPORTES;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
725f30918246f1fd725a;SC;PNCP — MUNICIPIO DE XANXERE;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
9690b9db02872397b25b;SC;PNCP — FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CHAPECO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
a3a4a2e7cd93136bd1df;SC;PNCP — MUNICIPIO DE BOM RETIRO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
a71d80ef1339e87b7a93;SC;PNCP — MUNICIPIO DE RIO DOS CEDROS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
b12e2d496ccd63d4d735;SC;PNCP — MUNICIPIO DE AGUAS DE CHAPECO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
e1fcd6d682202716726d;SC;PNCP — MUNICIPIO DE RIO DO SUL;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
e67942d24ca18fb9e97d;SC;PNCP — MUNICIPIO DE MIRIM DOCE;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
2b0e9fec159aa3a541d4;SC;PNCP — MUNICIPIO DE BOM RETIRO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
2d4d4892791169ab7da0;SC;PNCP — FUNDO MUNICIPAL DE EDUCACAO DE BALNEARIO PICARRAS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
538a6f6a4ffa32760e51;SC;PNCP — MUNICIPIO DE ANITA GARIBALDI;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
5563874a262e34ab61b1;SC;PNCP — MUNICIPIO DE BOM RETIRO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
985081b8a9c67099babc;SC;PNCP — FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE GUARAMIRIM;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
ad41e0809cc1751cbaf2;SC;PNCP — MUNICIPIO DE ITAPIRANGA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
b0884efdbf5dd90bca2e;SC;PNCP — MUNICIPIO DE BOM RETIRO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
c71ffc4b4e82d2721b56;SC;PNCP — MUNICIPIO DE BOM RETIRO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
c880482f3bfbf9cfd08d;SC;PNCP — FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
d846d4f3f8182523fe7a;SC;PNCP — MUNICIPIO DE BALNEARIO ARROIO DO SILVA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
f2dda4cf62c2b84fa31c;SC;PNCP — MUNICIPIO DE ITAPIRANGA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
fbb18ea26696940996fa;SC;PNCP — MUNICIPIO DE BOM RETIRO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
39ec7ccb79d202f3fd8c;SC;PNCP — FUNDACAO MUNICIPAL DE ESPORTES;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
