id;estado;veredito;familia;uf;municipio;inicio;fim;prazo;rota_usada;achado;proximo_passo;objeto;pagina_oficial
25763cc0;fechada;atencao;;PR;Guaíra;2024-08-06;;sem_prazo_confirmado;documento do edital anexado pelo proprio orgao ao registro do PNCP, baixado e lido por pdf.js no navegador do titular (origem declarada);"PRAZO CONFIRMADO NO DOCUMENTO de Guaira/PR: ""DAS INSCRICOES: O prazo para os interessados credenciar-se perante o presente Chamamento sera DURANTE A SUA VIGENCIA, contados a partir da data de publicacao do Edital, a partir do dia 06 de agosto de 2024"". Inicio confirmado, o fim fica NULO porque o edital nao fixa data de encerramento — e credenciamento aberto durante a vigencia. O programa HOSPGUAIRA e municipal e continuado: vale conferir a Lei 2.292/2023 e o estado atual da vigencia.";;Credenciamento das entidades hospitalares filantrópicas ou privadas sem fins lucrativos, interessados em participar de forma complementar do Sistema Único de Saúde - SUS, no município de Guaíra, através de serviços prestados nos termos do Programa Municipal de Apoio e Qualificação Hospitalar - HOSPGUAÍRA, instituído pela Lei Municipal n° 2.292, de 26 de junho de 2023. Conforme memorando n° 1.810/2023.;https://pncp.gov.br/app/editais/77857183000190/2024/257
2645ce12;fechada;reprovado;servico_ao_orgao;MT;Sorriso;2024-04-02;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;CREDENCIAMENTO DE PESSOA JURÍDICA PARA A PRESTAÇÃO DOS SERVIÇOS TÉCNICOS PROFISSIONAIS DE ELABORAÇÃO DE PROJETOS DE ENGENHARIA, SUAS APROVAÇÕES EM ÓRGÃOS COMPETENTES CASO NECESSÁRIO, DE ACORDO COM OS CRITÉRIOS, TERMOS E CONDIÇÕES ESTABELECIDAS NESTE INSTRUMENTO, SEMPRE QUE HOUVER INTERESSE PREVIAMENTE MANIFESTADO PELA PREFEITURA MUNICIPAL DE SORRISO/MT ATRAVÉS DA SECRETARIA MUNICIPAL DA CIDADE.;https://pncp.gov.br/app/editais/03239076000162/2024/22
276dfb46;fechada;reprovado;compra_publica;MG;Patos de Minas;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_publica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;[Publicenter] - Credenciamento de empresa Edital de Chamamento Público para Credenciamento n 02/2024.;https://pncp.gov.br/app/editais/18602011000107/2024/249
27bdef0a;fechada;reprovado;servico_ao_orgao;SP;Leme;2024-08-02;2024-08-27;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de RADIOS para divulgacao de atos institucionais do Municipio de Leme/SP. E compra de espaco de midia. Prazo confirmado 02 a 27/08/2024. Diferente do caso de Entre Rios do Oeste/PR, aqui nao ha exigencia de radiodifusao comunitaria nem de entidade sem fins lucrativos.;;CHAMAMENTO PUBLICO N 001 2024 SECON CREDENCIAMENTO DE RADIOS PARA DIVULGACAO DE ATOS INSTITUCIONAIS.;https://pncp.gov.br/app/editais/46362661000168/2024/1351
27f55b02;fechada;reprovado;compra_ou_fornecimento;SC;Itajaí;2022-12-16;2024-12-27;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de instituicoes de ensino com e sem fins lucrativos para AQUISICAO DE ATE 9.000 VAGAS de educacao infantil ao longo de sessenta meses, em Itajai/SC. O proprio objeto diz aquisicao de vaga: e compra, com preco por vaga. Prazo confirmado 16/12/2022 a 27/12/2024. E receita possivel para creche conveniada, mas nao e fomento.;;CREDENCIAMENTO DE INSTITUIÇÕES DE ENSINO COM E SEM FINS LUCRATIVOS - AQUISIÇÃO DE ATÉ 9000 (NOVE MIL VAGAS AO LONGO DE SESSENTE MESES DE VIGÊNCIA DO EDITAL) DE EDUCAÇÃO INFANTIL PARA OFERTA DE ENSINO EM PERÍODO INTEGRAL E PERÍODO PARCIAL, PARA CRIANÇAS DE 0 A 5 ANOS, 11 MESES E 29 DIAS.;https://pncp.gov.br/app/editais/83102277000152/2022/58
29585d83;fechada;atencao;;SC;Itaiópolis;2024-06-07;2025-06-07;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de ENTIDADES SEM FINS LUCRATIVOS e/ou empresas privadas de acolhimento institucional para criancas, adolescentes, pessoas com deficiencia e pessoas idosas, na protecao especial de alta complexidade de Itaiopolis/SC. Admite entidade sem fins lucrativos e o servico e tipificado no SUAS, mas o objeto nao nomeia instrumento. Prazo confirmado 07/06/2024 a 07/06/2025, encerrado. Conferir o instrumento: entidade de acolhimento e perfil central do portfolio.;;Credenciamento de Entidades sem fins lucrativos e/ou Empresas Privadas de Acolhimento Institucional para Crianças e Adolescentes, Pessoas com Deficiências e Pessoas Idosas, visando garantir os serviços de Proteção Especial de Alta Complexidade relacionados ao acolhimento institucional, conforme necessidades e de acordo com preceitos do Estatuto da Criança e do Adolescente, Pessoas com Deficiência e Pessoas Idosas.;https://pncp.gov.br/app/editais/11685817000167/2024/4
295af6bb;fechada;reprovado;destinado_a_pessoa_fisica;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade destinado_a_pessoa_fisica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;2o Premio MOL de Jornalismo para a Solidariedade - reconhecer reportagens sobre cultura de doacao. Categorias Jovem Jornalista (estudantes) e Profissional (jornalistas).;https://institutomol.org.br/
2a7b0291;fechada;reprovado;conteudo_editorial;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade conteudo_editorial: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;
2b9ef05b;fechada;reprovado;servico_ao_orgao;RS;RS/Montenegro;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;[Portal de Compras Públicas] - Credenciamento de Hospitais Públicos, Hospitais Privados sem fins lucrativos e Hospitais Privados com fins lucrativos, que a partir da publicação receberá a documentação para “Credenciamento de  serviço complementar ao SUS de unidades hospitalares que disponibilizam le;
2bef5397;fechada;aprovado;;;;;;sem_prazo_confirmado;pagina de patrocinios do proprio BNDES, lida pelo navegador do titular;Selecao Publica 01/2025 de Patrocinio Cultural (audiovisuais de longa-metragem): edicao SUPERADA pelo Edital de Cinema 2026 (Selecao Publica 01/2026), cujas inscricoes encerraram em 13/08/2026 as 17h59 e cuja lista de pre-qualificados saiu em 04/09/2026. A pagina de 2025 segue no ar como historico. Datas de 2025 nao registradas: a edicao esta encerrada e substituida, e estimar data de edicao vencida nao serve a nada. Porta permanente do BNDES: Escolha Direta em fluxo continuo, com os ciclos de 2027 ainda por divulgar.;;Selecao Publica de Projetos para Patrocinio Cultural n 01/2025 - Projetos Audiovisuais de Longa-metragem.;https://www.bndes.gov.br/wps/portal/site/home/transparencia/patrocinios/selecao-publica-patrocinio-cultural-01-2025
2c5c36aa;fechada;reprovado;cadastro_de_fornecedor;RO;Porto Velho;2024-07-04;2025-07-04;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Chamamento para CADASTRAR empresas do ramo turistico de Rondonia (hospedagem, transporte, eventos, parques, guias, agencias) por tempo indeterminado. E cadastro de fornecedor do setor privado, sem repasse e sem projeto. Familia nova. Prazo confirmado 04/07/2024 a 04/07/2025.;;CHAMAMENTO PÚBLICO, tem como objeto cadastrar empresas sediadas no Estado de Rondônia voltadas ao ramo turístico, tais como: Meios de Hospedagem, Transportadoras Turísticas, Organizadoras de Eventos, Parque Temáticos, Acampamentos Turísticos, Guias de Turismo , Agência de Turismo e outros, desde que atendam os requisitos descritos neste edital, por tempo indeterminado.;https://pncp.gov.br/app/editais/04696490000163/2025/4
2c9fe5e7;fechada;atencao;;CE;Maracanaú;2025-01-02;2026-01-02;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de ENTIDADES COMUNITARIAS SEM FINS LUCRATIVOS mantenedoras de educacao infantil, para atendimento de bercario, creche e pre-escola em Maracanau/CE. E o convenio de creche comunitaria: pode ser parceria da Lei 13.019 ou compra de vagas, e o objeto nao diz qual. Prazo confirmado 02/01/2025 a 02/01/2026, encerrado. Alta relevancia de portfolio: e o modelo de sustentacao de creche comunitaria, e vale conferir o instrumento no edital.;;CHAMAMENTO PÚBLICO PARA O CREDENCIAMENTO DE ENTIDADES COMUNITÁRIAS, SEM FINS LUCRATIVOS/ECONÔMICOS, REGULARMENTE CONSTITUÍDAS, MANTENEDORAS DE EDUCAÇÃO INFANTIL PARA O ATENDIMENTO DE BERÇÁRIO 1 ANO, CRECHE 2 E 3 ANOS E PRÉ-I 4 ANOS, EM TEMPO PARCIAL E INTEGRAL, CORRESPONDENTE À PRIMEIRA ETAPA DA EDUCAÇÃO BÁSICA, DE INTERESSE DA SECRETARIA DE EDUCAÇÃO DE MARACANAÚ;https://pncp.gov.br/app/editais/07605850000162/2025/1
2ce6f03d;fechada;reprovado;conteudo_editorial;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade conteudo_editorial: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;
2df7efe2;fechada;reprovado;conteudo_institucional;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade conteudo_institucional: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;
2e00fc3f;fechada;reprovado;servico_ao_orgao;MG;MG/Januária;2024-05-22;2030-05-22;aberto;pagina oficial de editais do municipio (januaria.mg.gov.br), lida da nuvem;"Edital e processo 80/2024 de Januaria/MG. Publicacao 22/05/2024 as 09:00, encerramento 22/05/2030 as 09:00, situacao ""Em Andamento"" — e credenciamento permanente de seis anos. Objeto: prestadores de servicos especializados em procedimentos cirurgicos de oftalmologia para a microrregiao. Prazo agora confirmado, mas o objeto e prestacao de servico remunerada por procedimento: nao e fomento.";;CHAMAMENTO PUBLICO PARA CREDENCIAMENTO DE PRESTADORES DE SERVICOS ESPECIALIZADOS EM PROCEDIMENTOS CIRURGICOS DE OFTALMOLOGIA PARA ATENDER AOS PACIENTES QUE PERTENCEM A MICRORREGIAO COMPOSTA PELOS MUNICIPIOS DE JANUARIA ITACARAMBI CONEGO MARINHO BONITO DE MINAS E PEDRAS DE MARIA DA CRUZ;https://www.januaria.mg.gov.br/portal/editais/5
305f369c;fechada;reprovado;pagina_institucional;GO;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade pagina_institucional: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;https://goias.gov.br/saude/
31b95150;fechada;reprovado;servico_ao_orgao;PA;PA/Maracanã;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;[Portal de Compras Públicas] - CHAMAMENTO PÚBLICO PARA O CREDENCIAMENTO DE PESSOAS JURÍDICAS ESPECIALIZADAS NA PRESTAÇÃO DE SERVIÇOS MÉDICOS DESTINADOS AOS SERVIÇOS DA ATENÇÃO BÁSICA, DE URGÊNCIA E EMERGÊNCIA E MEDICINA ESPECIALIZADA DO MUNICÍPIO DE MARACANÃ;
32b6a165;fechada;reprovado;imovel_ou_mercado;SC;Florianópolis;2025-01-13;2025-01-13;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Chamamento para nova prospeccao de imovel para locacao em Palhoca/SC, publicado pelo Tribunal de Justica de Santa Catarina. Prazo confirmado 13/01/2025.;;Chamamento Público visando nova prospecção de imóvel para locação na cidade de Palhoça/SC;https://pncp.gov.br/app/editais/83845701000159/2025/6
33c47f3b;fechada;reprovado;empresa_ou_mercado;GO;GO/Novo Gama;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade empresa_ou_mercado: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;CHAMAMENTO PÚBLICO, POR CREDENCIAMENTO, para seleção de empresas e pessoas físicas, sendo estas últimas referente ao item 03 da planilha do item 08 do Termo de Referência, interessadas na exploração comercial, durante o evento alusivo à comemoração do 29º Aniversário da Cidade de Novo Gama – GO, “Ro;https://pncp.gov.br/app/editais/01629276000104/2024/93
3a83f0a0;fechada;reprovado;compra_publica;MG;MG/Patrocínio do Muriaé;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_publica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;[Portal de Compras Públicas] - Credenciamento de empresa especializada no fornecimento parcelado de combustíveis etanol e gasolina comum para a manutenção das atividades das Secretarias Municipais do Município de Patrocínio do Muriaé/MG;
3b1a964d;fechada;ruido;;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Reclassificado como ruido: nao e oportunidade com prazo, e sim conteudo capturado por engano.;;;
3b39febf;fechada;reprovado;servico_ao_orgao;CE;CE/Jijoca de Jericoacoara;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Objeto: contratacao de profissional psicologo e assistente social para a Camara Municipal. O prazo nao foi confirmado e isso deixou de importar: o registro nao e edital de fomento a OSC, e nenhuma data mudaria esse veredito. Familia de inconformidade: servico_ao_orgao. Fica na base como reprovado, com o motivo, e nao consome mais fila de verificacao.;;CHAMAMENTO PÚBLICO VISANDO A CONTRATAÇÃO DE PROFISSIONAL PSICÓLOGO, E ASSISTENTE SOCIAL, PARA ATENDER AS NECESSIDADES DA PROCURADORIA ESPECIAL DA MULHER, JUNTO A CÂMARA MUNICIPAL DE JIJOCA DE JERICOACOARA/CE.;
3b61d47f;fechada;reprovado;contrapartida_sem_repasse;RS;Porto Alegre;2024-05-06;2024-10-31;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de PJ sem fins lucrativos para que INDIQUEM um fisioterapeuta inscrito no CREFITO-5 para comparecer a um ato educacional, recebendo em troca transporte aereo de ida e volta. Nao ha repasse financeiro nem projeto: a contrapartida e uma passagem. Familia nova. Prazo confirmado 06/05 a 31/10/2024.;;O objeto do presente edital é o credenciamento de pessoas jurídicas de direito privado, sem fins lucrativos, interessadas em serem habilitadas como entidade credenciada, para que esta indique 01 (um) fisioterapeuta ou terapeuta ocupacional regularmente inscrito no CREFITO-5 para comparecimento em 01 (um) ato de natureza educacional, científica e cultural, mediante oportuno fornecimento de transporte aéreo de ida e volta pelo CREFITO-5.;https://pncp.gov.br/app/editais/90601147000120/2024/10
3bc2cbb8;fechada;reprovado;compra_publica;SP;SP/Santa Cruz do Rio Pardo;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_publica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;Credenciamento de empresa especializada na administração, gerenciamento, emissão, distribuição e fornecimento do benefício (auxílio-alimentação), na forma de créditos a serem carregados em cartão alimentação (eletrônicos, magnéticos ou análogos), para aquisição de gêneros alimentícios, de higiene pe;
3d0e5aac;fechada;reprovado;compra_publica;RS;RS/Porto Alegre;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_publica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;"Credenciamento de empresas especializadas para a prestação de serviços de operação logística dos materiais recebidos a título de doação para o Estado do Rio Grande do Sul, compreendendo os serviços de transporte dedicado ou fracionado, partindo dos Centros de Distribuição indicados pela Defesa C";
3d3a5eb6;fechada;reprovado;parceria_ja_celebrada;SP;Sumaré;2026-07-24;2026-07-24;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;"""Incremento dos servicos que estao sob o escopo da OSC Associacao Pestalozzi de Sumare CONVENIADA ao municipio"". A parceira esta nomeada e o convenio ja existe: e aditivo, nao chamamento. Nao ha fase de inscricao. 24/07/2026.";;Incremento dos serviços que estão sob o ecopo da OSC Associação Pestalozzi de Sumaré conveniada ao municipio;https://pncp.gov.br/app/editais/45787660000100/2026/275
3dc97bcd;fechada;vetor;;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Reclassificado como vetor: nao e oportunidade com prazo, e sim porta de entrada permanente a monitorar.;;Pagina institucional de patrocinio a projetos culturais do BNDES. Duas modalidades: Selecoes Publicas (quando abertas) e Escolha Direta, esta por cadastro em banco permanente de oportunidades via formulario on-line, em fluxo continuo.;https://www.bndes.gov.br/wps/portal/site/home/transparencia/patrocinios
423df80a;fechada;aprovado;;CE;Pentecoste;2025-02-06;2025-02-06;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;SELECAO DE PROPOSTAS DE APOIO AS ORGANIZACOES DA SOCIEDADE CIVIL com fulcro na Lei Federal 13.019/2014 e em lei municipal, na area de saude de Pentecoste/CE. Fomento por parceria. A API devolve 06/02/2025 nas duas datas — fachada, prazo real no edital.;;SELEÇÃO DE PROPOSTAS DE APOIO AS ORGANIZAÇÕES DA SOCIEDADE CIVIL, NA PREFEITURA MUNICIPAL DE PENTECOSTE, QUE CONTEMPLEM ETAPAS E METAS VISANDO OS INDICADORES DE SAÚDE DO MUNICÍPIO, COM FULCRO A ATENDER A DEMANDA ADMINISTRATIVA E ASSISTENCIAL NA ÁREA DE SAÚDE DO MUNICÍPIO, OBRIGANDO-SE O MESMO À FIEL OBSERVÂNCIA ÀS DISPOSIÇÕES CONTIDAS NA LEI DE DIRETRIZES ORÇAMENTÁRIAS VIGENTE, NA LEI FEDERAL Nº 13.019, DE 31 DE JULHO DE 2014, BEM COMO A LEI MUNICIPAL Nº 923/2021.;https://pncp.gov.br/app/editais/07682651000158/2025/51
439e4500;fechada;reprovado;servico_ao_orgao;SC;SC/Tubarão;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Objeto: clinicas especializadas no tratamento de pessoas com transtornos mentais e uso de substancias. O prazo nao foi confirmado e isso deixou de importar: o registro nao e edital de fomento a OSC, e nenhuma data mudaria esse veredito. Familia de inconformidade: servico_ao_orgao. Fica na base como reprovado, com o motivo, e nao consome mais fila de verificacao.;;[Portal de Compras Públicas] - O presente edital tem por objeto o credenciamento de clínicas especializadas no tratamento de pessoas com transtornos mentais e pacientes em uso de substâncias químicas, em regime de internação, de caráter voluntário, involuntário, compulsório e judicial e casa de apoi;
443dfeed;fechada;ruido;;GO;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Reclassificado como ruido: nao e oportunidade com prazo, e sim conteudo capturado por engano.;;;
44d504a9;fechada;reprovado;servico_ao_orgao;SP;SP/Santa Fé do Sul;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Objeto: empresas especializadas para tratamento de dependentes quimicos. O prazo nao foi confirmado e isso deixou de importar: o registro nao e edital de fomento a OSC, e nenhuma data mudaria esse veredito. Familia de inconformidade: servico_ao_orgao. Fica na base como reprovado, com o motivo, e nao consome mais fila de verificacao.;;Visa-se a contratação de empresas especializadas  por meio de credenciamento  para tratamento de dependentes químicos e/ou outras comorbidades psiquiátricas associadas a pacientes do gênero FEMINIMO, podendo ser internações voluntarias ou compulsórias, em conformidade com o disposto no anexo I.;
45c5e75b;fechada;reprovado;servico_ao_orgao;PE;PE/Pedra;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Objeto: pessoa juridica de forma complementar ao Sistema Unico de Saude. O prazo nao foi confirmado e isso deixou de importar: o registro nao e edital de fomento a OSC, e nenhuma data mudaria esse veredito. Familia de inconformidade: servico_ao_orgao. Fica na base como reprovado, com o motivo, e nao consome mais fila de verificacao.;;[Portal de Compras Públicas] - Credenciamento para Contratação de Pessoa Jurídica, de Direito Privado, preferencialmente sem fins lucrativos, de Forma Complementar ao Sistema Único de Saúde, em regime de mutirão, para o atendimento da demanda do Munícipio da Pedra – PE, conforme disposições abaixo;
4601f8d1;fechada;reprovado;servico_ao_orgao;BA;BA/Mansidão;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;"O presente credenciamento tem por objetivo a fixação de normas e regras prévias para  cadastramento e posterior credenciamento/contratação de pessoas físicas e/ou jurídicas para  prestação de serviços na área de saúde do município de MANSIDÃO, tanto na área urbana, quanto  rural, visando o atendi";
498e3904;fechada;aprovado;;BA;Itacaré;2024-11-08;;sem_prazo_confirmado;documento do edital anexado pelo proprio orgao ao registro do PNCP, baixado e lido por pdf.js no navegador do titular (origem declarada);"INICIO CONFIRMADO NO DOCUMENTO de Itacare/BA: ""O periodo de inscricao sera 08/11/2024 ate as 1[...]"" — o trecho extraido termina cortado, e por isso NAO registro o fim, embora a proxima data do mesmo bloco seja 28/11/2024. Fim vai nulo: prefiro o nulo honesto a data provavel. O objeto confirma fomento direto do PNAB com repasse nao reembolsavel a pessoas fisicas, grupos e coletivos SEM CNPJ, pessoas juridicas e MEI — admite coletivo informal, o que amplia o publico.";;EDITAL PARA CREDENCIAMENTO DE ARTISTAS E GRUPOS CULTURAIS LOCAIS, POR MEIO DE FOMENTO DIRETO À EXECUÇÃO DE AÇÕES. PARA REPASSE DE RECURSOS NÃO REEMBOLSÁVEIS PROVENIENTES DA POLÍTICA NACIONAL ALDIR BLANC - PNAB, INSTITUÍDA PELA LEI FEDERAL Nº 14.399, DE 8 DE JULHO DE 2022.;https://pncp.gov.br/app/editais/13846902000195/2024/104
4b1a1993;fechada;reprovado;servico_ao_orgao;CE;CE/Apuiarés;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;CHAMAMENTO PÚBLICO E RESPECTIVO CREDENCIAMENTO DE PESSOAS JURÍDICAS ESPECIALIZADAS PARA PRESTAÇÃO DOS SERVIÇOS DE EXAMES LABORATORIAS ESPECIALIZADOS OFERTADOS PELA SECRETARIA DE SAÚDE DE APUIARÉS-CE;
4c15d746;fechada;aprovado;;PE;Jupi;2025-09-01;2025-09-11;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de instituicao especializada, PREFERENCIALMENTE ORGANIZACAO DA SOCIEDADE CIVIL, com experiencia em atividades recreativas, pedagogicas e socioeducativas para o Fundo Municipal de Assistencia Social de Jupi/PE. Preferencia expressa por OSC e objeto socioeducativo: perfil de parceria do SUAS. Prazo confirmado 01 a 11/09/2025, encerrado. Registro que estava perdido em plataforma privada e foi relocalizado pela busca oficial do PNCP.;;credenciamento de instituição especializada, preferencialmente Organização da Sociedade Civil (OSC), com experiência comprovada em atividades recreativas, pedagógicas e socioeducativas para as necessidades do FMAS;https://pncp.gov.br/app/editais/10140978000102/2025/25
4d779fb1;fechada;reprovado;servico_ao_orgao;GO;Luziânia;2025-01-08;2025-01-08;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de prestadores de saude, pessoa fisica ou juridica, para atendimento medico e odontologico aos segurados do IPASLUZ Saude (instituto de previdencia de Luziania/GO). E contratacao de prestador de plano proprio. Prazo confirmado 08/01/2025.;;REFERENTE AO CHAMAMENTO PÚBLICO Nº 001/2025 PARA CREDENCIAMENTO DE PRESTADORES DE SAÚDE (PF OU PJ) PARA ATENDIMENTO MÉDICO E ODONTOLÓGICO AOS SEGURADOS DO IPASLUZ SAÚDE, DURANTE O ANO DE 2025.;https://pncp.gov.br/app/editais/08147606000166/2025/1
4d7bc2ce;fechada;reprovado;compra_publica;MG;MG/Belo Horizonte;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_publica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;CREDENCIAMENTO DE PROFISSIONAIS ENFERMEIROS, VISANDO A PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA À SAÚDE AOS BENEFICIÁRIOS INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;
5049dbf5;fechada;reprovado;servico_ao_orgao;CE;Fortim;2026-08-28;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;CHAMAMENTO PÚBLICO VISANDO O CREDENCIAMENTO DE PESSOA JURÍDICA PARA A PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE UNIVERSITÁRIO, MEDIANTE UTILIZAÇÃO DO CARTÃO TRANSPORTE UNIVERSITÁRIO, INCLUINDO O TRANSLADO DIÁRIO DE ESTUDANTES NO PERCURSO FORTIM/MOSSORÓ/FORTIM, DURANTE TODOS OS DIAS DA SEMANA EM QUE HOUVER ATIVIDADES ACADÊMICAS, EM CONFORMIDADE COM A LEI MUNICIPAL Nº 1205/2026, DE 21 DE MAIO DE 2026, PARA ATENDIMENTO DAS DEMANDAS DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE FORTIM – CEARÁ.;https://pncp.gov.br/app/editais/35050756000120/2026/91
50958c5b;fechada;reprovado;servico_ao_orgao;SC;SC/Luzerna;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;[Portal de Compras Públicas] - Este procedimento tem por objeto o credenciamento de Clínicas e/ou Hospitais Veterinários para a prestação de serviços de castração de animais domésticos e consultas veterinárias, conforme demanda referenciada pela ONG Animais de Luzerna, mediante atendimento as especi;
