0.00.000.339 I srv  llama_server: initializing ...
0.00.007.915 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.008.248 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.009.491 I srv    load_model: loading model '/home/runner/work/Eldorado/Eldorado/ia_local/modelos/Qwen3-1.7B-Q4_K_M.gguf'
0.00.326.459 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.00.929.910 I cmn          init: llama threadpool init, n_threads = 4
0.01.048.076 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.01.056.390 I srv  llama_server: model loaded
0.01.056.403 I srv  llama_server: listening on http://127.0.0.1:8082
0.02.027.610 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
14.06.864.321 I slot print_timing: id  2 | task 13634 | n_gen =    100, tg =  15.55 t/s, tg_3s =  15.71 t/s
14.09.928.557 I slot print_timing: id  2 | task 13634 | n_gen =    148, tg =  15.59 t/s, tg_3s =  15.66 t/s
14.12.941.219 I slot print_timing: id  2 | task 13634 | n_gen =    195, tg =  15.59 t/s, tg_3s =  15.60 t/s
14.15.986.761 I slot print_timing: id  2 | task 13634 | n_gen =    242, tg =  15.56 t/s, tg_3s =  15.43 t/s
14.19.020.532 I slot print_timing: id  2 | task 13634 | n_gen =    288, tg =  15.50 t/s, tg_3s =  15.16 t/s
14.22.046.868 I slot print_timing: id  2 | task 13634 | n_gen =    336, tg =  15.55 t/s, tg_3s =  15.86 t/s
14.25.059.765 I slot print_timing: id  2 | task 13634 | n_gen =    383, tg =  15.55 t/s, tg_3s =  15.60 t/s
14.26.142.165 I slot print_timing: id  2 | task 13634 | prompt eval time =    2900.52 ms /   221 tokens (   13.12 ms per token,    76.19 tokens per second)
14.26.142.181 I slot print_timing: id  2 | task 13634 |        eval time =   25643.08 ms /   400 tokens (   64.27 ms per token,    15.56 tokens per second)
14.26.142.181 I slot print_timing: id  2 | task 13634 |       total time =   28543.59 ms /   621 tokens
14.26.142.183 I slot print_timing: id  2 | task 13634 |    graphs reused =      13924
14.26.142.624 I slot      release: id  2 | task 13634 | stop processing: n_tokens = 1616, truncated = 0
14.26.153.381 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.265 (> 0.100 thold), f_keep = 0.057
14.26.177.534 I slot launch_slot_: id  2 | task 14035 | processing task, is_child = 0
14.33.851.928 I slot print_timing: id  2 | task 14035 | n_gen =    100, tg =  20.75 t/s, tg_3s =  20.96 t/s
14.36.896.910 I slot print_timing: id  2 | task 14035 | n_gen =    158, tg =  20.09 t/s, tg_3s =  19.05 t/s
14.39.953.405 I slot print_timing: id  2 | task 14035 | n_gen =    213, tg =  19.50 t/s, tg_3s =  17.99 t/s
14.42.996.529 I slot print_timing: id  2 | task 14035 | n_gen =    265, tg =  18.97 t/s, tg_3s =  17.09 t/s
14.46.045.931 I slot print_timing: id  2 | task 14035 | n_gen =    315, tg =  18.51 t/s, tg_3s =  16.40 t/s
14.49.049.447 I slot print_timing: id  2 | task 14035 | n_gen =    363, tg =  18.13 t/s, tg_3s =  15.98 t/s
14.51.368.156 I slot print_timing: id  2 | task 14035 | prompt eval time =    2903.35 ms /   255 tokens (   11.39 ms per token,    87.83 tokens per second)
14.51.368.217 I slot print_timing: id  2 | task 14035 |        eval time =   22287.21 ms /   400 tokens (   55.86 ms per token,    17.90 tokens per second)
14.51.368.237 I slot print_timing: id  2 | task 14035 |       total time =   25190.55 ms /   655 tokens
14.51.368.258 I slot print_timing: id  2 | task 14035 |    graphs reused =      14322
14.51.375.658 I slot      release: id  2 | task 14035 | stop processing: n_tokens = 746, truncated = 0
14.51.380.295 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 866503033
14.51.393.267 I slot launch_slot_: id  1 | task 14436 | processing task, is_child = 0
15.02.135.941 I slot print_timing: id  1 | task 14436 | n_gen =    100, tg =  15.64 t/s, tg_3s =  15.80 t/s
15.05.203.811 I slot print_timing: id  1 | task 14436 | n_gen =    146, tg =  15.43 t/s, tg_3s =  14.99 t/s
15.08.237.056 I slot print_timing: id  1 | task 14436 | n_gen =    191, tg =  15.29 t/s, tg_3s =  14.84 t/s
15.11.293.162 I slot print_timing: id  1 | task 14436 | n_gen =    236, tg =  15.17 t/s, tg_3s =  14.72 t/s
15.14.315.354 I slot print_timing: id  1 | task 14436 | n_gen =    279, tg =  15.02 t/s, tg_3s =  14.23 t/s
15.17.338.014 I slot print_timing: id  1 | task 14436 | n_gen =    323, tg =  14.96 t/s, tg_3s =  14.56 t/s
15.20.387.403 I slot print_timing: id  1 | task 14436 | n_gen =    368, tg =  14.93 t/s, tg_3s =  14.76 t/s
15.22.545.324 I slot print_timing: id  1 | task 14436 | prompt eval time =    4402.23 ms /   334 tokens (   13.18 ms per token,    75.87 tokens per second)
15.22.545.337 I slot print_timing: id  1 | task 14436 |        eval time =   26738.46 ms /   400 tokens (   67.01 ms per token,    14.92 tokens per second)
15.22.545.338 I slot print_timing: id  1 | task 14436 |       total time =   31140.69 ms /   734 tokens
15.22.545.339 I slot print_timing: id  1 | task 14436 |    graphs reused =      14720
15.22.547.073 I slot      release: id  1 | task 14436 | stop processing: n_tokens = 1729, truncated = 0
15.22.556.827 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.204 (> 0.100 thold), f_keep = 0.053
15.22.582.488 I slot launch_slot_: id  1 | task 14837 | processing task, is_child = 0
15.31.954.367 I slot print_timing: id  1 | task 14837 | n_gen =    100, tg =  18.78 t/s, tg_3s =  18.97 t/s
15.34.983.540 I slot print_timing: id  1 | task 14837 | n_gen =    153, tg =  18.31 t/s, tg_3s =  17.50 t/s
15.38.030.572 I slot print_timing: id  1 | task 14837 | n_gen =    204, tg =  17.89 t/s, tg_3s =  16.74 t/s
15.41.070.406 I slot print_timing: id  1 | task 14837 | n_gen =    256, tg =  17.72 t/s, tg_3s =  17.11 t/s
15.44.125.512 I slot print_timing: id  1 | task 14837 | n_gen =    306, tg =  17.48 t/s, tg_3s =  16.37 t/s
15.47.166.988 I slot print_timing: id  1 | task 14837 | n_gen =    356, tg =  17.33 t/s, tg_3s =  16.44 t/s
15.49.841.318 I slot print_timing: id  1 | task 14837 | prompt eval time =    4099.31 ms /   359 tokens (   11.42 ms per token,    87.58 tokens per second)
15.49.841.388 I slot print_timing: id  1 | task 14837 |        eval time =   23159.45 ms /   400 tokens (   58.04 ms per token,    17.23 tokens per second)
15.49.841.409 I slot print_timing: id  1 | task 14837 |       total time =   27258.77 ms /   759 tokens
15.49.841.429 I slot print_timing: id  1 | task 14837 |    graphs reused =      15118
15.49.843.034 I slot      release: id  1 | task 14837 | stop processing: n_tokens = 850, truncated = 0
15.49.853.335 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 918980170
15.49.867.804 I slot launch_slot_: id  0 | task 15238 | processing task, is_child = 0
15.59.579.193 I slot print_timing: id  0 | task 15238 | n_gen =    100, tg =  14.89 t/s, tg_3s =  15.04 t/s
16.02.581.857 I slot print_timing: id  0 | task 15238 | n_gen =    145, tg =  14.92 t/s, tg_3s =  14.99 t/s
16.05.597.361 I slot print_timing: id  0 | task 15238 | n_gen =    190, tg =  14.92 t/s, tg_3s =  14.92 t/s
16.08.599.572 I slot print_timing: id  0 | task 15238 | n_gen =    235, tg =  14.93 t/s, tg_3s =  14.99 t/s
16.11.662.414 I slot print_timing: id  0 | task 15238 | n_gen =    280, tg =  14.89 t/s, tg_3s =  14.69 t/s
16.14.679.390 I slot print_timing: id  0 | task 15238 | n_gen =    325, tg =  14.90 t/s, tg_3s =  14.92 t/s
16.17.720.798 I slot print_timing: id  0 | task 15238 | n_gen =    370, tg =  14.88 t/s, tg_3s =  14.80 t/s
16.19.733.617 I slot print_timing: id  0 | task 15238 | prompt eval time =    3048.57 ms /   230 tokens (   13.25 ms per token,    75.45 tokens per second)
16.19.733.707 I slot print_timing: id  0 | task 15238 |        eval time =   26804.05 ms /   400 tokens (   67.18 ms per token,    14.89 tokens per second)
16.19.733.724 I slot print_timing: id  0 | task 15238 |       total time =   29852.62 ms /   630 tokens
16.19.733.742 I slot print_timing: id  0 | task 15238 |    graphs reused =      15516
16.19.734.188 I slot      release: id  0 | task 15238 | stop processing: n_tokens = 1625, truncated = 0
16.19.746.769 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.274 (> 0.100 thold), f_keep = 0.057
16.19.777.004 I slot launch_slot_: id  0 | task 15639 | processing task, is_child = 0
16.25.695.728 I slot print_timing: id  0 | task 15639 | n_gen =    100, tg =  24.18 t/s, tg_3s =  24.42 t/s
16.28.720.668 I slot print_timing: id  0 | task 15639 | n_gen =    169, tg =  23.60 t/s, tg_3s =  22.81 t/s
16.31.764.330 I slot print_timing: id  0 | task 15639 | n_gen =    239, tg =  23.42 t/s, tg_3s =  23.00 t/s
16.34.796.855 I slot print_timing: id  0 | task 15639 | n_gen =    309, tg =  23.34 t/s, tg_3s =  23.08 t/s
16.36.016.049 I slot print_timing: id  0 | task 15639 | prompt eval time =    1824.47 ms /   161 tokens (   11.33 ms per token,    88.24 tokens per second)
16.36.016.107 I slot print_timing: id  0 | task 15639 |        eval time =   14414.52 ms /   337 tokens (   42.90 ms per token,    23.31 tokens per second)
16.36.016.125 I slot print_timing: id  0 | task 15639 |       total time =   16238.99 ms /   498 tokens
16.36.016.143 I slot print_timing: id  0 | task 15639 |    graphs reused =      15851
16.36.016.560 I slot      release: id  0 | task 15639 | stop processing: n_tokens = 672, truncated = 0
16.36.033.338 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 965573484
16.36.046.390 I slot launch_slot_: id  3 | task 15977 | processing task, is_child = 0
16.44.215.410 I slot print_timing: id  3 | task 15977 | n_gen =    100, tg =  15.56 t/s, tg_3s =  15.72 t/s
16.47.221.025 I slot print_timing: id  3 | task 15977 | n_gen =    147, tg =  15.59 t/s, tg_3s =  15.64 t/s
16.50.243.836 I slot print_timing: id  3 | task 15977 | n_gen =    194, tg =  15.58 t/s, tg_3s =  15.55 t/s
16.53.271.195 I slot print_timing: id  3 | task 15977 | n_gen =    241, tg =  15.57 t/s, tg_3s =  15.53 t/s
16.56.297.576 I slot print_timing: id  3 | task 15977 | n_gen =    288, tg =  15.56 t/s, tg_3s =  15.53 t/s
16.59.307.103 I slot print_timing: id  3 | task 15977 | n_gen =    335, tg =  15.57 t/s, tg_3s =  15.62 t/s
17.02.334.732 I slot print_timing: id  3 | task 15977 | n_gen =    382, tg =  15.56 t/s, tg_3s =  15.52 t/s
17.03.506.441 I slot print_timing: id  3 | task 15977 | prompt eval time =    1796.78 ms /   131 tokens (   13.72 ms per token,    72.91 tokens per second)
17.03.506.507 I slot print_timing: id  3 | task 15977 |        eval time =   25653.26 ms /   400 tokens (   64.29 ms per token,    15.55 tokens per second)
17.03.506.528 I slot print_timing: id  3 | task 15977 |       total time =   27450.04 ms /   531 tokens
17.03.506.549 I slot print_timing: id  3 | task 15977 |    graphs reused =      16249
17.03.507.006 I slot      release: id  3 | task 15977 | stop processing: n_tokens = 1526, truncated = 0
17.03.522.340 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.922 (> 0.100 thold), f_keep = 0.653
17.03.522.518 I slot launch_slot_: id  3 | task 16378 | processing task, is_child = 0
17.11.083.159 I slot print_timing: id  3 | task 16378 | n_gen =    100, tg =  15.49 t/s, tg_3s =  15.65 t/s
17.14.128.162 I slot print_timing: id  3 | task 16378 | n_gen =    147, tg =  15.47 t/s, tg_3s =  15.44 t/s
17.17.168.557 I slot print_timing: id  3 | task 16378 | n_gen =    194, tg =  15.47 t/s, tg_3s =  15.46 t/s
17.20.210.376 I slot print_timing: id  3 | task 16378 | n_gen =    241, tg =  15.47 t/s, tg_3s =  15.45 t/s
17.23.255.100 I slot print_timing: id  3 | task 16378 | n_gen =    288, tg =  15.46 t/s, tg_3s =  15.44 t/s
17.26.314.941 I slot print_timing: id  3 | task 16378 | n_gen =    335, tg =  15.45 t/s, tg_3s =  15.36 t/s
17.29.343.031 I slot print_timing: id  3 | task 16378 | n_gen =    382, tg =  15.46 t/s, tg_3s =  15.52 t/s
17.30.506.515 I slot print_timing: id  3 | task 16378 | prompt eval time =    1170.16 ms /    84 tokens (   13.93 ms per token,    71.79 tokens per second)
17.30.506.573 I slot print_timing: id  3 | task 16378 |        eval time =   25813.78 ms /   400 tokens (   64.70 ms per token,    15.46 tokens per second)
17.30.506.590 I slot print_timing: id  3 | task 16378 |       total time =   26983.93 ms /   484 tokens
17.30.506.608 I slot print_timing: id  3 | task 16378 |    graphs reused =      16647
17.30.507.065 I slot      release: id  3 | task 16378 | stop processing: n_tokens = 1479, truncated = 0
17.30.518.979 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.873 (> 0.100 thold), f_keep = 0.673
17.30.519.158 I slot launch_slot_: id  3 | task 16779 | processing task, is_child = 0
17.38.826.754 I slot print_timing: id  3 | task 16779 | n_gen =    100, tg =  15.51 t/s, tg_3s =  15.67 t/s
17.41.864.477 I slot print_timing: id  3 | task 16779 | n_gen =    147, tg =  15.50 t/s, tg_3s =  15.47 t/s
17.44.889.357 I slot print_timing: id  3 | task 16779 | n_gen =    194, tg =  15.51 t/s, tg_3s =  15.54 t/s
17.47.900.990 I slot print_timing: id  3 | task 16779 | n_gen =    241, tg =  15.53 t/s, tg_3s =  15.61 t/s
17.50.908.063 I slot print_timing: id  3 | task 16779 | n_gen =    288, tg =  15.55 t/s, tg_3s =  15.63 t/s
17.53.938.666 I slot print_timing: id  3 | task 16779 | n_gen =    335, tg =  15.54 t/s, tg_3s =  15.51 t/s
17.56.959.817 I slot print_timing: id  3 | task 16779 | n_gen =    382, tg =  15.54 t/s, tg_3s =  15.56 t/s
17.58.127.747 I slot print_timing: id  3 | task 16779 | prompt eval time =    1926.58 ms /   145 tokens (   13.29 ms per token,    75.26 tokens per second)
17.58.127.803 I slot print_timing: id  3 | task 16779 |        eval time =   25681.96 ms /   400 tokens (   64.37 ms per token,    15.54 tokens per second)
17.58.127.820 I slot print_timing: id  3 | task 16779 |       total time =   27608.53 ms /   545 tokens
17.58.127.837 I slot print_timing: id  3 | task 16779 |    graphs reused =      17045
17.58.128.273 I slot      release: id  3 | task 16779 | stop processing: n_tokens = 1540, truncated = 0
17.58.142.984 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.865 (> 0.100 thold), f_keep = 0.647
17.58.143.158 I slot launch_slot_: id  3 | task 17180 | processing task, is_child = 0
18.06.591.969 I slot print_timing: id  3 | task 17180 | n_gen =    100, tg =  15.52 t/s, tg_3s =  15.68 t/s
18.09.615.926 I slot print_timing: id  3 | task 17180 | n_gen =    147, tg =  15.53 t/s, tg_3s =  15.54 t/s
18.12.629.676 I slot print_timing: id  3 | task 17180 | n_gen =    194, tg =  15.54 t/s, tg_3s =  15.60 t/s
18.15.648.682 I slot print_timing: id  3 | task 17180 | n_gen =    242, tg =  15.61 t/s, tg_3s =  15.90 t/s
18.18.660.113 I slot print_timing: id  3 | task 17180 | n_gen =    290, tg =  15.67 t/s, tg_3s =  15.94 t/s
18.21.699.495 I slot print_timing: id  3 | task 17180 | n_gen =    339, tg =  15.73 t/s, tg_3s =  16.12 t/s
18.24.715.728 I slot print_timing: id  3 | task 17180 | n_gen =    387, tg =  15.75 t/s, tg_3s =  15.91 t/s
18.25.532.175 I slot print_timing: id  3 | task 17180 | prompt eval time =    2069.39 ms /   155 tokens (   13.35 ms per token,    74.90 tokens per second)
18.25.532.236 I slot print_timing: id  3 | task 17180 |        eval time =   25319.57 ms /   400 tokens (   63.46 ms per token,    15.76 tokens per second)
18.25.532.257 I slot print_timing: id  3 | task 17180 |       total time =   27388.96 ms /   555 tokens
18.25.532.278 I slot print_timing: id  3 | task 17180 |    graphs reused =      17443
18.25.532.721 I slot      release: id  3 | task 17180 | stop processing: n_tokens = 1550, truncated = 0
18.25.543.322 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.326 (> 0.100 thold), f_keep = 0.059
18.25.571.483 I slot launch_slot_: id  3 | task 17581 | processing task, is_child = 0
18.30.902.454 I slot print_timing: id  3 | task 17581 | n_gen =    100, tg =  24.60 t/s, tg_3s =  24.85 t/s
18.33.917.379 I slot print_timing: id  3 | task 17581 | n_gen =    174, tg =  24.58 t/s, tg_3s =  24.54 t/s
18.36.922.575 I slot print_timing: id  3 | task 17581 | n_gen =    248, tg =  24.59 t/s, tg_3s =  24.62 t/s
18.39.924.600 I slot print_timing: id  3 | task 17581 | n_gen =    321, tg =  24.53 t/s, tg_3s =  24.32 t/s
18.42.951.753 I slot print_timing: id  3 | task 17581 | n_gen =    392, tg =  24.33 t/s, tg_3s =  23.45 t/s
18.43.294.985 I slot print_timing: id  3 | task 17581 | prompt eval time =    1307.01 ms /   111 tokens (   11.77 ms per token,    84.93 tokens per second)
18.43.295.045 I slot print_timing: id  3 | task 17581 |        eval time =   16416.38 ms /   400 tokens (   41.14 ms per token,    24.30 tokens per second)
18.43.295.066 I slot print_timing: id  3 | task 17581 |       total time =   17723.39 ms /   511 tokens
18.43.295.088 I slot print_timing: id  3 | task 17581 |    graphs reused =      17841
18.43.296.573 I slot      release: id  3 | task 17581 | stop processing: n_tokens = 681, truncated = 0
18.43.306.839 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 1019385024
18.43.318.562 I slot launch_slot_: id  2 | task 17982 | processing task, is_child = 0
18.51.518.056 I slot print_timing: id  2 | task 17982 | n_gen =    100, tg =  16.60 t/s, tg_3s =  16.76 t/s
18.54.562.468 I slot print_timing: id  2 | task 17982 | n_gen =    150, tg =  16.54 t/s, tg_3s =  16.42 t/s
18.57.585.155 I slot print_timing: id  2 | task 17982 | n_gen =    200, tg =  16.54 t/s, tg_3s =  16.54 t/s
19.00.593.698 I slot print_timing: id  2 | task 17982 | n_gen =    250, tg =  16.55 t/s, tg_3s =  16.62 t/s
19.03.607.469 I slot print_timing: id  2 | task 17982 | n_gen =    300, tg =  16.56 t/s, tg_3s =  16.59 t/s
19.06.616.425 I slot print_timing: id  2 | task 17982 | n_gen =    350, tg =  16.57 t/s, tg_3s =  16.62 t/s
19.09.640.042 I slot print_timing: id  2 | task 17982 | n_gen =    399, tg =  16.52 t/s, tg_3s =  16.21 t/s
19.09.702.083 I slot print_timing: id  2 | task 17982 | prompt eval time =    2223.64 ms /   171 tokens (   13.00 ms per token,    76.90 tokens per second)
19.09.702.139 I slot print_timing: id  2 | task 17982 |        eval time =   24149.59 ms /   400 tokens (   60.53 ms per token,    16.52 tokens per second)
19.09.702.160 I slot print_timing: id  2 | task 17982 |       total time =   26373.23 ms /   571 tokens
19.09.702.181 I slot print_timing: id  2 | task 17982 |    graphs reused =      18239
19.09.703.929 I slot      release: id  2 | task 17982 | stop processing: n_tokens = 1566, truncated = 0
19.09.715.036 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.852 (> 0.100 thold), f_keep = 0.637
19.09.715.238 I slot launch_slot_: id  2 | task 18383 | processing task, is_child = 0
19.17.960.055 I slot print_timing: id  2 | task 18383 | n_gen =    100, tg =  16.55 t/s, tg_3s =  16.71 t/s
19.20.993.069 I slot print_timing: id  2 | task 18383 | n_gen =    150, tg =  16.53 t/s, tg_3s =  16.49 t/s
19.24.036.064 I slot print_timing: id  2 | task 18383 | n_gen =    200, tg =  16.50 t/s, tg_3s =  16.43 t/s
19.27.093.129 I slot print_timing: id  2 | task 18383 | n_gen =    251, tg =  16.54 t/s, tg_3s =  16.68 t/s
19.30.151.662 I slot print_timing: id  2 | task 18383 | n_gen =    302, tg =  16.56 t/s, tg_3s =  16.67 t/s
19.33.169.826 I slot print_timing: id  2 | task 18383 | n_gen =    352, tg =  16.56 t/s, tg_3s =  16.57 t/s
19.36.119.958 I slot print_timing: id  2 | task 18383 | prompt eval time =    2261.27 ms /   173 tokens (   13.07 ms per token,    76.51 tokens per second)
19.36.120.019 I slot print_timing: id  2 | task 18383 |        eval time =   24143.39 ms /   400 tokens (   60.51 ms per token,    16.53 tokens per second)
19.36.120.040 I slot print_timing: id  2 | task 18383 |       total time =   26404.65 ms /   573 tokens
19.36.120.060 I slot print_timing: id  2 | task 18383 |    graphs reused =      18637
19.36.121.861 I slot      release: id  2 | task 18383 | stop processing: n_tokens = 1569, truncated = 0
19.36.131.178 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.304 (> 0.100 thold), f_keep = 0.059
19.36.159.698 I slot launch_slot_: id  2 | task 18784 | processing task, is_child = 0
19.41.701.816 I slot print_timing: id  2 | task 18784 | n_gen =    100, tg =  24.60 t/s, tg_3s =  24.85 t/s
19.44.716.918 I slot print_timing: id  2 | task 18784 | n_gen =    174, tg =  24.58 t/s, tg_3s =  24.54 t/s
19.47.725.415 I slot print_timing: id  2 | task 18784 | n_gen =    248, tg =  24.58 t/s, tg_3s =  24.60 t/s
19.50.240.857 I slot print_timing: id  2 | task 18784 | prompt eval time =    1518.33 ms /   132 tokens (   11.50 ms per token,    86.94 tokens per second)
19.50.240.914 I slot print_timing: id  2 | task 18784 |        eval time =   12562.73 ms /   309 tokens (   40.79 ms per token,    24.52 tokens per second)
19.50.240.931 I slot print_timing: id  2 | task 18784 |       total time =   14081.06 ms /   441 tokens
19.50.240.949 I slot print_timing: id  2 | task 18784 |    graphs reused =      18944
19.50.245.657 I slot      release: id  2 | task 18784 | stop processing: n_tokens = 611, truncated = 0
19.50.252.585 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 1077852422
19.50.264.500 I slot launch_slot_: id  1 | task 19094 | processing task, is_child = 0
19.57.622.537 I slot print_timing: id  1 | task 19094 | n_gen =    100, tg =  16.59 t/s, tg_3s =  16.76 t/s
20.00.633.009 I slot print_timing: id  1 | task 19094 | n_gen =    150, tg =  16.60 t/s, tg_3s =  16.61 t/s
20.03.668.477 I slot print_timing: id  1 | task 19094 | n_gen =    200, tg =  16.56 t/s, tg_3s =  16.47 t/s
20.06.723.850 I slot print_timing: id  1 | task 19094 | n_gen =    251, tg =  16.59 t/s, tg_3s =  16.69 t/s
20.09.770.481 I slot print_timing: id  1 | task 19094 | n_gen =    302, tg =  16.62 t/s, tg_3s =  16.74 t/s
20.12.773.142 I slot print_timing: id  1 | task 19094 | n_gen =    352, tg =  16.62 t/s, tg_3s =  16.65 t/s
20.15.684.466 I slot print_timing: id  1 | task 19094 | prompt eval time =    1381.08 ms /   103 tokens (   13.41 ms per token,    74.58 tokens per second)
20.15.684.478 I slot print_timing: id  1 | task 19094 |        eval time =   24029.37 ms /   400 tokens (   60.22 ms per token,    16.60 tokens per second)
20.15.684.478 I slot print_timing: id  1 | task 19094 |       total time =   25410.45 ms /   503 tokens
20.15.684.480 I slot print_timing: id  1 | task 19094 |    graphs reused =      19342
20.15.684.589 I slot      release: id  1 | task 19094 | stop processing: n_tokens = 1498, truncated = 0
20.15.695.464 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.404 (> 0.100 thold), f_keep = 0.061
20.15.722.492 I slot launch_slot_: id  1 | task 19495 | processing task, is_child = 0
20.20.329.042 I slot print_timing: id  1 | task 19495 | n_gen =    100, tg =  25.38 t/s, tg_3s =  25.63 t/s
20.23.341.033 I slot print_timing: id  1 | task 19495 | n_gen =    175, tg =  25.17 t/s, tg_3s =  24.90 t/s
20.26.353.719 I slot print_timing: id  1 | task 19495 | n_gen =    250, tg =  25.09 t/s, tg_3s =  24.89 t/s
20.29.386.461 I slot print_timing: id  1 | task 19495 | n_gen =    324, tg =  24.93 t/s, tg_3s =  24.40 t/s
20.32.395.360 I slot print_timing: id  1 | task 19495 | n_gen =    395, tg =  24.68 t/s, tg_3s =  23.60 t/s
20.32.611.039 I slot print_timing: id  1 | task 19495 | prompt eval time =     705.27 ms /    57 tokens (   12.37 ms per token,    80.82 tokens per second)
20.32.611.103 I slot print_timing: id  1 | task 19495 |        eval time =   16183.22 ms /   400 tokens (   40.56 ms per token,    24.66 tokens per second)
20.32.611.123 I slot print_timing: id  1 | task 19495 |       total time =   16888.48 ms /   457 tokens
20.32.611.144 I slot print_timing: id  1 | task 19495 |    graphs reused =      19740
20.32.615.721 I slot      release: id  1 | task 19495 | stop processing: n_tokens = 627, truncated = 0
20.32.622.974 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1124025940
20.32.634.809 I slot launch_slot_: id  0 | task 19896 | processing task, is_child = 0
20.41.052.316 I slot print_timing: id  0 | task 19896 | n_gen =    100, tg =  16.27 t/s, tg_3s =  16.44 t/s
20.44.071.236 I slot print_timing: id  0 | task 19896 | n_gen =    149, tg =  16.26 t/s, tg_3s =  16.23 t/s
20.47.093.476 I slot print_timing: id  0 | task 19896 | n_gen =    198, tg =  16.25 t/s, tg_3s =  16.21 t/s
20.50.099.100 I slot print_timing: id  0 | task 19896 | n_gen =    247, tg =  16.26 t/s, tg_3s =  16.30 t/s
20.53.130.453 I slot print_timing: id  0 | task 19896 | n_gen =    296, tg =  16.24 t/s, tg_3s =  16.16 t/s
20.56.172.203 I slot print_timing: id  0 | task 19896 | n_gen =    345, tg =  16.22 t/s, tg_3s =  16.11 t/s
20.59.225.558 I slot print_timing: id  0 | task 19896 | n_gen =    392, tg =  16.12 t/s, tg_3s =  15.39 t/s
20.59.756.667 I slot print_timing: id  0 | task 19896 | prompt eval time =    2324.18 ms /   181 tokens (   12.84 ms per token,    77.88 tokens per second)
20.59.756.722 I slot print_timing: id  0 | task 19896 |        eval time =   24788.01 ms /   400 tokens (   62.13 ms per token,    16.10 tokens per second)
20.59.756.741 I slot print_timing: id  0 | task 19896 |       total time =   27112.19 ms /   581 tokens
20.59.756.761 I slot print_timing: id  0 | task 19896 |    graphs reused =      20138
20.59.756.900 I slot      release: id  0 | task 19896 | stop processing: n_tokens = 1576, truncated = 0
20.59.769.338 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.899 (> 0.100 thold), f_keep = 0.632
20.59.769.511 I slot launch_slot_: id  0 | task 20297 | processing task, is_child = 0
21.07.356.863 I slot print_timing: id  0 | task 20297 | n_gen =    100, tg =  16.15 t/s, tg_3s =  16.31 t/s
21.10.391.347 I slot print_timing: id  0 | task 20297 | n_gen =    149, tg =  16.15 t/s, tg_3s =  16.15 t/s
21.13.412.517 I slot print_timing: id  0 | task 20297 | n_gen =    198, tg =  16.17 t/s, tg_3s =  16.22 t/s
21.16.447.124 I slot print_timing: id  0 | task 20297 | n_gen =    247, tg =  16.16 t/s, tg_3s =  16.15 t/s
21.19.468.792 I slot print_timing: id  0 | task 20297 | n_gen =    296, tg =  16.17 t/s, tg_3s =  16.22 t/s
21.22.477.848 I slot print_timing: id  0 | task 20297 | n_gen =    345, tg =  16.19 t/s, tg_3s =  16.28 t/s
21.25.507.016 I slot print_timing: id  0 | task 20297 | n_gen =    394, tg =  16.19 t/s, tg_3s =  16.18 t/s
21.25.875.623 I slot print_timing: id  0 | task 20297 | prompt eval time =    1456.74 ms /   112 tokens (   13.01 ms per token,    76.88 tokens per second)
21.25.875.693 I slot print_timing: id  0 | task 20297 |        eval time =   24649.32 ms /   400 tokens (   61.78 ms per token,    16.19 tokens per second)
21.25.875.714 I slot print_timing: id  0 | task 20297 |       total time =   26106.05 ms /   512 tokens
21.25.875.736 I slot print_timing: id  0 | task 20297 |    graphs reused =      20536
21.25.877.572 I slot      release: id  0 | task 20297 | stop processing: n_tokens = 1507, truncated = 0
