0.00.000.395 I srv  llama_server: initializing ...
0.00.009.710 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.010.141 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.011.457 I srv    load_model: loading model '/home/runner/work/Eldorado/Eldorado/ia_local/modelos/qwen2.5-3b-instruct-q4_k_m.gguf'
0.00.458.997 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.01.670.667 I cmn          init: llama threadpool init, n_threads = 4
0.01.880.576 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.01.887.299 I srv  llama_server: model loaded
0.01.887.316 I srv  llama_server: listening on http://127.0.0.1:8081
0.02.024.299 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
11.19.062.790 I slot print_timing: id  3 | task 7146 | n_gen =    100, tg =  16.34 t/s, tg_3s =  16.51 t/s
11.22.119.435 I slot print_timing: id  3 | task 7146 | n_gen =    149, tg =  16.24 t/s, tg_3s =  16.03 t/s
11.25.147.023 I slot print_timing: id  3 | task 7146 | n_gen =    197, tg =  16.14 t/s, tg_3s =  15.85 t/s
11.27.309.112 I slot print_timing: id  3 | task 7146 | prompt eval time =    5627.26 ms /   173 tokens (   32.53 ms per token,    30.74 tokens per second)
11.27.309.179 I slot print_timing: id  3 | task 7146 |        eval time =   14303.48 ms /   231 tokens (   62.19 ms per token,    16.08 tokens per second)
11.27.309.206 I slot print_timing: id  3 | task 7146 |       total time =   19930.74 ms /   404 tokens
11.27.309.232 I slot print_timing: id  3 | task 7146 |    graphs reused =       7213
11.27.310.710 I slot      release: id  3 | task 7146 | stop processing: n_tokens = 621, truncated = 0
11.27.318.011 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.304 (> 0.100 thold), f_keep = 0.148
11.27.323.367 I slot launch_slot_: id  3 | task 7378 | processing task, is_child = 0
11.37.733.168 I slot print_timing: id  3 | task 7378 | n_gen =    100, tg =  16.10 t/s, tg_3s =  16.26 t/s
11.38.165.803 I slot print_timing: id  3 | task 7378 | prompt eval time =    4259.55 ms /   132 tokens (   32.27 ms per token,    30.99 tokens per second)
11.38.165.810 I slot print_timing: id  3 | task 7378 |        eval time =    6582.79 ms /   107 tokens (   62.10 ms per token,    16.10 tokens per second)
11.38.165.811 I slot print_timing: id  3 | task 7378 |       total time =   10842.34 ms /   239 tokens
11.38.165.812 I slot print_timing: id  3 | task 7378 |    graphs reused =       7318
11.38.165.879 I slot      release: id  3 | task 7378 | stop processing: n_tokens = 409, truncated = 0
11.38.176.140 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.287 (> 0.100 thold), f_keep = 0.225
11.38.179.931 I slot launch_slot_: id  3 | task 7486 | processing task, is_child = 0
11.47.474.873 I slot print_timing: id  3 | task 7486 | n_gen =    100, tg =  16.26 t/s, tg_3s =  16.42 t/s
11.50.512.752 I slot print_timing: id  3 | task 7486 | n_gen =    149, tg =  16.22 t/s, tg_3s =  16.13 t/s
11.51.315.977 I slot print_timing: id  3 | task 7486 | prompt eval time =    3205.67 ms /    99 tokens (   32.38 ms per token,    30.88 tokens per second)
11.51.316.039 I slot print_timing: id  3 | task 7486 |        eval time =    9930.30 ms /   162 tokens (   61.68 ms per token,    16.21 tokens per second)
11.51.316.082 I slot print_timing: id  3 | task 7486 |       total time =   13135.97 ms /   261 tokens
11.51.316.104 I slot print_timing: id  3 | task 7486 |    graphs reused =       7478
11.51.316.833 I slot      release: id  3 | task 7486 | stop processing: n_tokens = 481, truncated = 0
11.51.324.792 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.404 (> 0.100 thold), f_keep = 0.191
11.51.328.422 I slot launch_slot_: id  3 | task 7649 | processing task, is_child = 0
11.58.254.210 I slot print_timing: id  3 | task 7649 | prompt eval time =    1937.02 ms /    57 tokens (   33.98 ms per token,    29.43 tokens per second)
11.58.254.223 I slot print_timing: id  3 | task 7649 |        eval time =    4988.70 ms /    84 tokens (   60.10 ms per token,    16.64 tokens per second)
11.58.254.225 I slot print_timing: id  3 | task 7649 |       total time =    6925.72 ms /   141 tokens
11.58.254.226 I slot print_timing: id  3 | task 7649 |    graphs reused =       7559
11.58.254.301 I slot      release: id  3 | task 7649 | stop processing: n_tokens = 311, truncated = 0
11.58.265.161 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.231 (> 0.100 thold), f_keep = 0.296
11.58.268.496 I slot launch_slot_: id  3 | task 7734 | processing task, is_child = 0
12.10.132.813 I slot print_timing: id  3 | task 7734 | n_gen =    100, tg =  16.23 t/s, tg_3s =  16.39 t/s
12.13.154.088 I slot print_timing: id  3 | task 7734 | n_gen =    148, tg =  16.12 t/s, tg_3s =  15.89 t/s
12.13.412.768 I slot print_timing: id  3 | task 7734 | prompt eval time =    5764.35 ms /   179 tokens (   32.20 ms per token,    31.05 tokens per second)
12.13.412.827 I slot print_timing: id  3 | task 7734 |        eval time =    9379.87 ms /   152 tokens (   62.12 ms per token,    16.10 tokens per second)
12.13.412.851 I slot print_timing: id  3 | task 7734 |       total time =   15144.22 ms /   331 tokens
12.13.412.873 I slot print_timing: id  3 | task 7734 |    graphs reused =       7708
12.13.413.311 I slot      release: id  3 | task 7734 | stop processing: n_tokens = 549, truncated = 0
12.13.421.572 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.660 (> 0.100 thold), f_keep = 0.395
12.13.424.162 I slot launch_slot_: id  3 | task 7887 | processing task, is_child = 0
12.23.070.112 I slot print_timing: id  3 | task 7887 | n_gen =    100, tg =  16.33 t/s, tg_3s =  16.49 t/s
12.26.083.123 I slot print_timing: id  3 | task 7887 | n_gen =    149, tg =  16.31 t/s, tg_3s =  16.26 t/s
12.26.949.462 I slot print_timing: id  3 | task 7887 | prompt eval time =    3583.42 ms /   112 tokens (   31.99 ms per token,    31.26 tokens per second)
12.26.949.523 I slot print_timing: id  3 | task 7887 |        eval time =    9941.82 ms /   163 tokens (   61.37 ms per token,    16.29 tokens per second)
12.26.949.549 I slot print_timing: id  3 | task 7887 |       total time =   13525.24 ms /   275 tokens
12.26.949.552 I slot print_timing: id  3 | task 7887 |    graphs reused =       7869
12.26.949.619 I slot      release: id  3 | task 7887 | stop processing: n_tokens = 491, truncated = 0
12.26.960.129 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.391 (> 0.100 thold), f_keep = 0.187
12.26.963.614 I slot launch_slot_: id  3 | task 8051 | processing task, is_child = 0
12.33.260.513 I slot print_timing: id  3 | task 8051 | prompt eval time =    2036.52 ms /    64 tokens (   31.82 ms per token,    31.43 tokens per second)
12.33.260.522 I slot print_timing: id  3 | task 8051 |        eval time =    4260.31 ms /    70 tokens (   61.74 ms per token,    16.20 tokens per second)
12.33.260.523 I slot print_timing: id  3 | task 8051 |       total time =    6296.82 ms /   134 tokens
12.33.260.524 I slot print_timing: id  3 | task 8051 |    graphs reused =       7936
12.33.260.578 I slot      release: id  3 | task 8051 | stop processing: n_tokens = 304, truncated = 0
12.33.270.817 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.257 (> 0.100 thold), f_keep = 0.303
12.33.274.137 I slot launch_slot_: id  3 | task 8122 | processing task, is_child = 0
12.43.820.885 I slot print_timing: id  3 | task 8122 | prompt eval time =    4646.53 ms /   141 tokens (   32.95 ms per token,    30.35 tokens per second)
12.43.820.939 I slot print_timing: id  3 | task 8122 |        eval time =    5900.15 ms /    96 tokens (   62.11 ms per token,    16.10 tokens per second)
12.43.820.961 I slot print_timing: id  3 | task 8122 |       total time =   10546.67 ms /   237 tokens
12.43.820.983 I slot print_timing: id  3 | task 8122 |    graphs reused =       8030
12.43.825.269 I slot      release: id  3 | task 8122 | stop processing: n_tokens = 453, truncated = 0
12.43.829.697 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.346 (> 0.100 thold), f_keep = 0.203
12.43.833.080 I slot launch_slot_: id  3 | task 8219 | processing task, is_child = 0
12.53.202.081 I slot print_timing: id  3 | task 8219 | n_gen =    100, tg =  15.97 t/s, tg_3s =  16.13 t/s
12.53.567.299 I slot print_timing: id  3 | task 8219 | prompt eval time =    3168.24 ms /    95 tokens (   33.35 ms per token,    29.99 tokens per second)
12.53.567.353 I slot print_timing: id  3 | task 8219 |        eval time =    6565.91 ms /   106 tokens (   62.53 ms per token,    15.99 tokens per second)
12.53.567.378 I slot print_timing: id  3 | task 8219 |       total time =    9734.16 ms /   201 tokens
12.53.567.399 I slot print_timing: id  3 | task 8219 |    graphs reused =       8134
12.53.571.273 I slot      release: id  3 | task 8219 | stop processing: n_tokens = 371, truncated = 0
12.53.576.094 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.296 (> 0.100 thold), f_keep = 0.248
12.53.581.037 I slot launch_slot_: id  3 | task 8326 | processing task, is_child = 0
13.02.271.032 I slot print_timing: id  3 | task 8326 | prompt eval time =    2892.52 ms /    88 tokens (   32.87 ms per token,    30.42 tokens per second)
13.02.271.099 I slot print_timing: id  3 | task 8326 |        eval time =    5797.40 ms /    95 tokens (   61.67 ms per token,    16.21 tokens per second)
13.02.271.126 I slot print_timing: id  3 | task 8326 |       total time =    8689.92 ms /   183 tokens
13.02.271.152 I slot print_timing: id  3 | task 8326 |    graphs reused =       8227
13.02.271.259 I slot      release: id  3 | task 8326 | stop processing: n_tokens = 405, truncated = 0
13.02.280.007 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.536
13.02.280.214 I slot launch_slot_: id  3 | task 8422 | processing task, is_child = 0
13.13.041.651 I slot print_timing: id  3 | task 8422 | n_gen =    100, tg =  16.24 t/s, tg_3s =  16.40 t/s
13.14.578.855 I slot print_timing: id  3 | task 8422 | prompt eval time =    4663.56 ms /   141 tokens (   33.07 ms per token,    30.23 tokens per second)
13.14.578.916 I slot print_timing: id  3 | task 8422 |        eval time =    7634.98 ms /   125 tokens (   61.57 ms per token,    16.24 tokens per second)
13.14.578.943 I slot print_timing: id  3 | task 8422 |       total time =   12298.54 ms /   266 tokens
13.14.578.969 I slot print_timing: id  3 | task 8422 |    graphs reused =       8350
13.14.580.223 I slot      release: id  3 | task 8422 | stop processing: n_tokens = 482, truncated = 0
13.14.588.219 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.347 (> 0.100 thold), f_keep = 0.191
13.14.591.753 I slot launch_slot_: id  3 | task 8548 | processing task, is_child = 0
13.23.411.341 I slot print_timing: id  3 | task 8548 | prompt eval time =    3129.90 ms /    94 tokens (   33.30 ms per token,    30.03 tokens per second)
13.23.411.349 I slot print_timing: id  3 | task 8548 |        eval time =    5689.63 ms /    93 tokens (   61.84 ms per token,    16.17 tokens per second)
13.23.411.350 I slot print_timing: id  3 | task 8548 |       total time =    8819.53 ms /   187 tokens
13.23.411.352 I slot print_timing: id  3 | task 8548 |    graphs reused =       8441
13.23.411.412 I slot      release: id  3 | task 8548 | stop processing: n_tokens = 357, truncated = 0
13.23.420.077 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.295 (> 0.100 thold), f_keep = 0.258
13.23.423.200 I slot launch_slot_: id  3 | task 8642 | processing task, is_child = 0
13.32.716.186 I slot print_timing: id  3 | task 8642 | n_gen =    100, tg =  16.08 t/s, tg_3s =  16.24 t/s
13.35.770.535 I slot print_timing: id  3 | task 8642 | n_gen =    149, tg =  16.07 t/s, tg_3s =  16.04 t/s
13.36.269.632 I slot print_timing: id  3 | task 8642 | prompt eval time =    3135.92 ms /    94 tokens (   33.36 ms per token,    29.98 tokens per second)
13.36.269.647 I slot print_timing: id  3 | task 8642 |        eval time =    9710.45 ms /   157 tokens (   62.25 ms per token,    16.07 tokens per second)
13.36.269.648 I slot print_timing: id  3 | task 8642 |       total time =   12846.37 ms /   251 tokens
13.36.269.649 I slot print_timing: id  3 | task 8642 |    graphs reused =       8596
13.36.269.714 I slot      release: id  3 | task 8642 | stop processing: n_tokens = 468, truncated = 0
13.36.278.766 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.607 (> 0.100 thold), f_keep = 0.468
13.36.281.170 I slot launch_slot_: id  3 | task 8800 | processing task, is_child = 0
13.47.147.634 I slot print_timing: id  3 | task 8800 | n_gen =    100, tg =  16.04 t/s, tg_3s =  16.20 t/s
13.50.170.104 I slot print_timing: id  3 | task 8800 | n_gen =    149, tg =  16.10 t/s, tg_3s =  16.21 t/s
13.51.758.750 I slot print_timing: id  3 | task 8800 | prompt eval time =    4695.31 ms /   142 tokens (   33.07 ms per token,    30.24 tokens per second)
13.51.758.762 I slot print_timing: id  3 | task 8800 |        eval time =   10782.22 ms /   174 tokens (   62.32 ms per token,    16.04 tokens per second)
13.51.758.763 I slot print_timing: id  3 | task 8800 |       total time =   15477.52 ms /   316 tokens
13.51.758.765 I slot print_timing: id  3 | task 8800 |    graphs reused =       8767
13.51.763.268 I slot      release: id  3 | task 8800 | stop processing: n_tokens = 534, truncated = 0
13.51.767.562 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.331 (> 0.100 thold), f_keep = 0.172
13.51.772.269 I slot launch_slot_: id  3 | task 8975 | processing task, is_child = 0
14.01.302.228 I slot print_timing: id  3 | task 8975 | n_gen =    100, tg =  16.41 t/s, tg_3s =  16.58 t/s
14.01.363.955 I slot print_timing: id  3 | task 8975 | prompt eval time =    3498.09 ms /   107 tokens (   32.69 ms per token,    30.59 tokens per second)
14.01.363.974 I slot print_timing: id  3 | task 8975 |        eval time =    6093.54 ms /   101 tokens (   60.94 ms per token,    16.41 tokens per second)
14.01.363.975 I slot print_timing: id  3 | task 8975 |       total time =    9591.62 ms /   208 tokens
14.01.363.977 I slot print_timing: id  3 | task 8975 |    graphs reused =       8866
14.01.364.428 I slot      release: id  3 | task 8975 | stop processing: n_tokens = 378, truncated = 0
14.01.372.916 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.261 (> 0.100 thold), f_keep = 0.243
14.01.376.991 I slot launch_slot_: id  3 | task 9077 | processing task, is_child = 0
14.11.876.643 I slot print_timing: id  3 | task 9077 | n_gen =    100, tg =  16.20 t/s, tg_3s =  16.36 t/s
14.14.930.992 I slot print_timing: id  3 | task 9077 | n_gen =    150, tg =  16.25 t/s, tg_3s =  16.37 t/s
14.15.239.805 I slot print_timing: id  3 | task 9077 | prompt eval time =    4386.99 ms /   134 tokens (   32.74 ms per token,    30.54 tokens per second)
14.15.239.816 I slot print_timing: id  3 | task 9077 |        eval time =    9475.75 ms /   155 tokens (   61.53 ms per token,    16.25 tokens per second)
14.15.239.817 I slot print_timing: id  3 | task 9077 |       total time =   13862.74 ms /   289 tokens
14.15.239.819 I slot print_timing: id  3 | task 9077 |    graphs reused =       9019
14.15.246.270 I slot      release: id  3 | task 9077 | stop processing: n_tokens = 507, truncated = 0
14.15.248.532 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.359 (> 0.100 thold), f_keep = 0.181
14.15.251.983 I slot launch_slot_: id  3 | task 9233 | processing task, is_child = 0
14.21.137.197 I slot print_timing: id  3 | task 9233 | prompt eval time =    2684.11 ms /    83 tokens (   32.34 ms per token,    30.92 tokens per second)
14.21.137.279 I slot print_timing: id  3 | task 9233 |        eval time =    3201.04 ms /    51 tokens (   64.02 ms per token,    15.62 tokens per second)
14.21.137.301 I slot print_timing: id  3 | task 9233 |       total time =    5885.15 ms /   134 tokens
14.21.137.322 I slot print_timing: id  3 | task 9233 |    graphs reused =       9068
14.21.141.269 I slot      release: id  3 | task 9233 | stop processing: n_tokens = 306, truncated = 0
14.21.146.216 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.257 (> 0.100 thold), f_keep = 0.301
14.21.149.274 I slot launch_slot_: id  3 | task 9285 | processing task, is_child = 0
14.31.667.519 I slot print_timing: id  3 | task 9285 | n_gen =    100, tg =  16.29 t/s, tg_3s =  16.45 t/s
14.34.716.027 I slot print_timing: id  3 | task 9285 | n_gen =    148, tg =  16.11 t/s, tg_3s =  15.75 t/s
14.37.754.093 I slot print_timing: id  3 | task 9285 | n_gen =    196, tg =  16.03 t/s, tg_3s =  15.80 t/s
14.40.807.444 I slot print_timing: id  3 | task 9285 | n_gen =    244, tg =  15.97 t/s, tg_3s =  15.72 t/s
14.42.808.349 I slot print_timing: id  3 | task 9285 | prompt eval time =    4440.30 ms /   136 tokens (   32.65 ms per token,    30.63 tokens per second)
14.42.808.378 I slot print_timing: id  3 | task 9285 |        eval time =   17218.70 ms /   275 tokens (   62.84 ms per token,    15.91 tokens per second)
14.42.808.380 I slot print_timing: id  3 | task 9285 |       total time =   21659.00 ms /   411 tokens
14.42.808.381 I slot print_timing: id  3 | task 9285 |    graphs reused =       9340
14.42.808.451 I slot      release: id  3 | task 9285 | stop processing: n_tokens = 632, truncated = 0
14.42.817.295 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.346 (> 0.100 thold), f_keep = 0.146
14.42.822.892 I slot launch_slot_: id  3 | task 9561 | processing task, is_child = 0
14.52.012.870 I slot print_timing: id  3 | task 9561 | n_gen =    100, tg =  16.44 t/s, tg_3s =  16.61 t/s
14.52.439.083 I slot print_timing: id  3 | task 9561 | prompt eval time =    3168.75 ms /    95 tokens (   33.36 ms per token,    29.98 tokens per second)
14.52.439.096 I slot print_timing: id  3 | task 9561 |        eval time =    6447.36 ms /   107 tokens (   60.82 ms per token,    16.44 tokens per second)
14.52.439.098 I slot print_timing: id  3 | task 9561 |       total time =    9616.11 ms /   202 tokens
14.52.439.099 I slot print_timing: id  3 | task 9561 |    graphs reused =       9445
14.52.439.162 I slot      release: id  3 | task 9561 | stop processing: n_tokens = 372, truncated = 0
14.52.447.830 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.253 (> 0.100 thold), f_keep = 0.247
14.52.450.985 I slot launch_slot_: id  3 | task 9669 | processing task, is_child = 0
15.03.134.532 I slot print_timing: id  3 | task 9669 | n_gen =    100, tg =  16.44 t/s, tg_3s =  16.61 t/s
15.06.173.906 I slot print_timing: id  3 | task 9669 | n_gen =    150, tg =  16.44 t/s, tg_3s =  16.45 t/s
15.08.955.929 I slot print_timing: id  3 | task 9669 | prompt eval time =    4662.24 ms /   145 tokens (   32.15 ms per token,    31.10 tokens per second)
15.08.955.942 I slot print_timing: id  3 | task 9669 |        eval time =   11842.64 ms /   194 tokens (   61.36 ms per token,    16.30 tokens per second)
15.08.955.943 I slot print_timing: id  3 | task 9669 |       total time =   16504.88 ms /   339 tokens
15.08.955.945 I slot print_timing: id  3 | task 9669 |    graphs reused =       9636
15.08.956.349 I slot      release: id  3 | task 9669 | stop processing: n_tokens = 556, truncated = 0
15.08.964.669 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.362 (> 0.100 thold), f_keep = 0.165
15.08.969.426 I slot launch_slot_: id  3 | task 9864 | processing task, is_child = 0
15.17.609.400 I slot print_timing: id  3 | task 9864 | n_gen =    100, tg =  16.50 t/s, tg_3s =  16.66 t/s
15.18.717.074 I slot print_timing: id  3 | task 9864 | prompt eval time =    2638.57 ms /    82 tokens (   32.18 ms per token,    31.08 tokens per second)
15.18.717.083 I slot print_timing: id  3 | task 9864 |        eval time =    7109.01 ms /   118 tokens (   60.76 ms per token,    16.46 tokens per second)
15.18.717.087 I slot print_timing: id  3 | task 9864 |       total time =    9747.58 ms /   200 tokens
15.18.717.088 I slot print_timing: id  3 | task 9864 |    graphs reused =       9751
15.18.717.454 I slot      release: id  3 | task 9864 | stop processing: n_tokens = 371, truncated = 0
15.18.725.881 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.252 (> 0.100 thold), f_keep = 0.248
15.18.729.309 I slot launch_slot_: id  3 | task 9983 | processing task, is_child = 0
15.29.568.130 I slot print_timing: id  3 | task 9983 | n_gen =    100, tg =  16.38 t/s, tg_3s =  16.55 t/s
15.32.569.967 I slot print_timing: id  3 | task 9983 | n_gen =    148, tg =  16.25 t/s, tg_3s =  15.99 t/s
15.34.662.173 I slot print_timing: id  3 | task 9983 | prompt eval time =    4795.80 ms /   148 tokens (   32.40 ms per token,    30.86 tokens per second)
15.34.662.231 I slot print_timing: id  3 | task 9983 |        eval time =   11137.01 ms /   181 tokens (   61.87 ms per token,    16.16 tokens per second)
15.34.662.277 I slot print_timing: id  3 | task 9983 |       total time =   15932.80 ms /   329 tokens
15.34.662.303 I slot print_timing: id  3 | task 9983 |    graphs reused =       9929
15.34.666.269 I slot      release: id  3 | task 9983 | stop processing: n_tokens = 545, truncated = 0
15.34.671.086 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.599 (> 0.100 thold), f_keep = 0.398
15.34.673.779 I slot launch_slot_: id  3 | task 10165 | processing task, is_child = 0
15.45.435.196 I slot print_timing: id  3 | task 10165 | n_gen =    100, tg =  16.24 t/s, tg_3s =  16.40 t/s
15.48.451.531 I slot print_timing: id  3 | task 10165 | n_gen =    149, tg =  16.24 t/s, tg_3s =  16.24 t/s
15.50.224.276 I slot print_timing: id  3 | task 10165 | prompt eval time =    4663.59 ms /   145 tokens (   32.16 ms per token,    31.09 tokens per second)
15.50.224.289 I slot print_timing: id  3 | task 10165 |        eval time =   10886.83 ms /   177 tokens (   61.86 ms per token,    16.17 tokens per second)
15.50.224.290 I slot print_timing: id  3 | task 10165 |       total time =   15550.41 ms /   322 tokens
15.50.224.291 I slot print_timing: id  3 | task 10165 |    graphs reused =      10103
15.50.228.268 I slot      release: id  3 | task 10165 | stop processing: n_tokens = 538, truncated = 0
15.50.233.097 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.347 (> 0.100 thold), f_keep = 0.171
15.50.236.852 I slot launch_slot_: id  3 | task 10343 | processing task, is_child = 0
15.59.316.542 I slot print_timing: id  3 | task 10343 | n_gen =    100, tg =  16.49 t/s, tg_3s =  16.65 t/s
16.02.363.313 I slot print_timing: id  3 | task 10343 | n_gen =    150, tg =  16.46 t/s, tg_3s =  16.41 t/s
16.03.821.435 I slot print_timing: id  3 | task 10343 | prompt eval time =    3075.17 ms /    93 tokens (   33.07 ms per token,    30.24 tokens per second)
16.03.821.449 I slot print_timing: id  3 | task 10343 |        eval time =   10509.34 ms /   174 tokens (   60.75 ms per token,    16.46 tokens per second)
16.03.821.450 I slot print_timing: id  3 | task 10343 |       total time =   13584.51 ms /   267 tokens
16.03.821.451 I slot print_timing: id  3 | task 10343 |    graphs reused =      10275
16.03.821.836 I slot      release: id  3 | task 10343 | stop processing: n_tokens = 438, truncated = 0
16.03.831.843 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.228 (> 0.100 thold), f_keep = 0.210
16.03.836.540 I slot launch_slot_: id  3 | task 10518 | processing task, is_child = 0
16.15.685.458 I slot print_timing: id  3 | task 10518 | n_gen =    100, tg =  16.34 t/s, tg_3s =  16.50 t/s
16.18.745.588 I slot print_timing: id  3 | task 10518 | n_gen =    148, tg =  16.12 t/s, tg_3s =  15.69 t/s
16.21.764.613 I slot print_timing: id  3 | task 10518 | n_gen =    195, tg =  15.98 t/s, tg_3s =  15.57 t/s
16.24.424.936 I slot print_timing: id  3 | task 10518 | prompt eval time =    5788.41 ms /   180 tokens (   32.16 ms per token,    31.10 tokens per second)
16.24.424.948 I slot print_timing: id  3 | task 10518 |        eval time =   14799.93 ms /   237 tokens (   62.71 ms per token,    15.95 tokens per second)
16.24.424.949 I slot print_timing: id  3 | task 10518 |       total time =   20588.34 ms /   417 tokens
16.24.424.950 I slot print_timing: id  3 | task 10518 |    graphs reused =      10509
16.24.429.339 I slot      release: id  3 | task 10518 | stop processing: n_tokens = 639, truncated = 0
16.24.433.828 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.464 (> 0.100 thold), f_keep = 0.340
16.24.438.211 I slot launch_slot_: id  3 | task 10756 | processing task, is_child = 0
16.38.765.891 I slot print_timing: id  3 | task 10756 | n_gen =    100, tg =  16.06 t/s, tg_3s =  16.22 t/s
16.41.821.295 I slot print_timing: id  3 | task 10756 | n_gen =    148, tg =  15.94 t/s, tg_3s =  15.71 t/s
16.44.137.056 I slot print_timing: id  3 | task 10756 | prompt eval time =    8163.74 ms /   251 tokens (   32.52 ms per token,    30.75 tokens per second)
16.44.137.072 I slot print_timing: id  3 | task 10756 |        eval time =   11535.06 ms /   184 tokens (   63.03 ms per token,    15.86 tokens per second)
16.44.137.073 I slot print_timing: id  3 | task 10756 |       total time =   19698.80 ms /   435 tokens
16.44.137.074 I slot print_timing: id  3 | task 10756 |    graphs reused =      10690
16.44.137.148 I slot      release: id  3 | task 10756 | stop processing: n_tokens = 651, truncated = 0
16.44.146.017 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.648 (> 0.100 thold), f_keep = 0.333
16.44.151.942 I slot launch_slot_: id  3 | task 10941 | processing task, is_child = 0
16.54.010.647 I slot print_timing: id  3 | task 10941 | n_gen =    100, tg =  16.17 t/s, tg_3s =  16.33 t/s
16.54.932.426 I slot print_timing: id  3 | task 10941 | prompt eval time =    3735.08 ms /   116 tokens (   32.20 ms per token,    31.06 tokens per second)
16.54.932.443 I slot print_timing: id  3 | task 10941 |        eval time =    7045.34 ms /   115 tokens (   61.80 ms per token,    16.18 tokens per second)
16.54.932.445 I slot print_timing: id  3 | task 10941 |       total time =   10780.42 ms /   231 tokens
16.54.932.446 I slot print_timing: id  3 | task 10941 |    graphs reused =      10803
16.54.933.194 I slot      release: id  3 | task 10941 | stop processing: n_tokens = 449, truncated = 0
16.54.941.227 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.377 (> 0.100 thold), f_keep = 0.205
16.54.944.569 I slot launch_slot_: id  3 | task 11057 | processing task, is_child = 0
17.01.538.899 I slot print_timing: id  3 | task 11057 | prompt eval time =    2409.59 ms /    73 tokens (   33.01 ms per token,    30.30 tokens per second)
17.01.538.907 I slot print_timing: id  3 | task 11057 |        eval time =    4184.68 ms /    70 tokens (   60.65 ms per token,    16.49 tokens per second)
17.01.538.908 I slot print_timing: id  3 | task 11057 |       total time =    6594.27 ms /   143 tokens
17.01.538.909 I slot print_timing: id  3 | task 11057 |    graphs reused =      10870
17.01.538.962 I slot      release: id  3 | task 11057 | stop processing: n_tokens = 313, truncated = 0
17.01.547.878 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.241 (> 0.100 thold), f_keep = 0.294
17.01.551.309 I slot launch_slot_: id  3 | task 11128 | processing task, is_child = 0
17.12.897.536 I slot print_timing: id  3 | task 11128 | n_gen =    100, tg =  16.42 t/s, tg_3s =  16.59 t/s
17.15.957.981 I slot print_timing: id  3 | task 11128 | n_gen =    150, tg =  16.39 t/s, tg_3s =  16.34 t/s
17.18.989.893 I slot print_timing: id  3 | task 11128 | n_gen =    198, tg =  16.25 t/s, tg_3s =  15.83 t/s
17.19.691.715 I slot print_timing: id  3 | task 11128 | prompt eval time =    5317.78 ms /   165 tokens (   32.23 ms per token,    31.03 tokens per second)
17.19.691.744 I slot print_timing: id  3 | task 11128 |        eval time =   12822.56 ms /   209 tokens (   61.65 ms per token,    16.22 tokens per second)
17.19.691.745 I slot print_timing: id  3 | task 11128 |       total time =   18140.34 ms /   374 tokens
