0.00.000.328 I srv  llama_server: initializing ...
0.00.009.616 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.010.060 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.011.316 I srv    load_model: loading model '/home/runner/work/Eldorado/Eldorado/ia_local/modelos/Llama-3.2-3B-Instruct-Q4_K_M.gguf'
0.01.910.491 I cmn          init: llama threadpool init, n_threads = 4
0.02.153.466 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.161.958 I srv  llama_server: model loaded
0.02.161.969 I srv  llama_server: listening on http://127.0.0.1:8081
0.03.035.111 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
5.37.116.912 I slot print_timing: id  3 | task 2583 |    graphs reused =       2569
5.37.116.997 I slot      release: id  3 | task 2583 | stop processing: n_tokens = 620, truncated = 0
5.37.125.734 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.359 (> 0.100 thold), f_keep = 0.185
5.37.140.080 I slot launch_slot_: id  3 | task 2670 | processing task, is_child = 0
5.48.041.469 I slot print_timing: id  3 | task 2670 | n_gen =    100, tg =  14.68 t/s, tg_3s =  14.83 t/s
5.49.060.581 I slot print_timing: id  3 | task 2670 | prompt eval time =    4159.24 ms /   126 tokens (   33.01 ms per token,    30.29 tokens per second)
5.49.060.589 I slot print_timing: id  3 | task 2670 |        eval time =    7761.22 ms /   115 tokens (   68.08 ms per token,    14.69 tokens per second)
5.49.060.590 I slot print_timing: id  3 | task 2670 |       total time =   11920.46 ms /   241 tokens
5.49.060.591 I slot print_timing: id  3 | task 2670 |    graphs reused =       2682
5.49.060.663 I slot      release: id  3 | task 2670 | stop processing: n_tokens = 434, truncated = 0
5.49.069.912 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.208 (> 0.100 thold), f_keep = 0.265
5.49.083.506 I slot launch_slot_: id  3 | task 2786 | processing task, is_child = 0
6.01.779.173 I slot print_timing: id  3 | task 2786 | prompt eval time =    7174.90 ms /   215 tokens (   33.37 ms per token,    29.97 tokens per second)
6.01.779.183 I slot print_timing: id  3 | task 2786 |        eval time =    5520.72 ms /    77 tokens (   72.64 ms per token,    13.77 tokens per second)
6.01.779.184 I slot print_timing: id  3 | task 2786 |       total time =   12695.62 ms /   292 tokens
6.01.779.185 I slot print_timing: id  3 | task 2786 |    graphs reused =       2757
6.01.779.266 I slot      release: id  3 | task 2786 | stop processing: n_tokens = 628, truncated = 0
6.01.788.465 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.319 (> 0.100 thold), f_keep = 0.183
6.01.803.010 I slot launch_slot_: id  3 | task 2864 | processing task, is_child = 0
6.14.124.301 I slot print_timing: id  3 | task 2864 | n_gen =    100, tg =  14.51 t/s, tg_3s =  14.66 t/s
6.14.465.117 I slot print_timing: id  3 | task 2864 | prompt eval time =    5500.16 ms /   167 tokens (   32.94 ms per token,    30.36 tokens per second)
6.14.465.126 I slot print_timing: id  3 | task 2864 |        eval time =    7161.90 ms /   105 tokens (   68.86 ms per token,    14.52 tokens per second)
6.14.465.127 I slot print_timing: id  3 | task 2864 |       total time =   12662.06 ms /   272 tokens
6.14.465.128 I slot print_timing: id  3 | task 2864 |    graphs reused =       2860
6.14.466.483 I slot      release: id  3 | task 2864 | stop processing: n_tokens = 465, truncated = 0
6.14.474.814 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.171 (> 0.100 thold), f_keep = 0.247
6.14.488.543 I slot launch_slot_: id  3 | task 2970 | processing task, is_child = 0
6.29.675.535 I slot print_timing: id  3 | task 2970 | prompt eval time =   11184.97 ms /   334 tokens (   33.49 ms per token,    29.86 tokens per second)
6.29.675.542 I slot print_timing: id  3 | task 2970 |        eval time =    4001.97 ms /    56 tokens (   72.76 ms per token,    13.74 tokens per second)
6.29.675.543 I slot print_timing: id  3 | task 2970 |       total time =   15186.94 ms /   390 tokens
6.29.675.545 I slot print_timing: id  3 | task 2970 |    graphs reused =       2914
6.29.679.804 I slot      release: id  3 | task 2970 | stop processing: n_tokens = 726, truncated = 0
6.29.684.808 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.243 (> 0.100 thold), f_keep = 0.158
6.29.701.462 I slot launch_slot_: id  3 | task 3027 | processing task, is_child = 0
6.46.069.080 I slot print_timing: id  3 | task 3027 | n_gen =    100, tg =  14.09 t/s, tg_3s =  14.24 t/s
6.47.012.789 I slot print_timing: id  3 | task 3027 | prompt eval time =    9342.69 ms /   279 tokens (   33.49 ms per token,    29.86 tokens per second)
6.47.012.870 I slot print_timing: id  3 | task 3027 |        eval time =    7968.57 ms /   113 tokens (   71.15 ms per token,    14.06 tokens per second)
6.47.012.892 I slot print_timing: id  3 | task 3027 |       total time =   17311.26 ms /   392 tokens
6.47.012.913 I slot print_timing: id  3 | task 3027 |    graphs reused =       3024
6.47.014.402 I slot      release: id  3 | task 3027 | stop processing: n_tokens = 585, truncated = 0
6.47.022.247 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.208 (> 0.100 thold), f_keep = 0.197
6.47.039.034 I slot launch_slot_: id  3 | task 3141 | processing task, is_child = 0
7.00.196.334 I slot print_timing: id  3 | task 3141 | prompt eval time =    7186.23 ms /   215 tokens (   33.42 ms per token,    29.92 tokens per second)
7.00.196.347 I slot print_timing: id  3 | task 3141 |        eval time =    5970.98 ms /    83 tokens (   72.82 ms per token,    13.73 tokens per second)
7.00.196.349 I slot print_timing: id  3 | task 3141 |       total time =   13157.21 ms /   298 tokens
7.00.196.350 I slot print_timing: id  3 | task 3141 |    graphs reused =       3105
7.00.196.441 I slot      release: id  3 | task 3141 | stop processing: n_tokens = 634, truncated = 0
7.00.205.747 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.327 (> 0.100 thold), f_keep = 0.181
7.00.222.589 I slot launch_slot_: id  3 | task 3225 | processing task, is_child = 0
7.11.608.447 I slot print_timing: id  3 | task 3225 | prompt eval time =    5264.47 ms /   158 tokens (   33.32 ms per token,    30.01 tokens per second)
7.11.608.455 I slot print_timing: id  3 | task 3225 |        eval time =    6121.32 ms /    89 tokens (   69.56 ms per token,    14.38 tokens per second)
7.11.608.456 I slot print_timing: id  3 | task 3225 |       total time =   11385.79 ms /   247 tokens
7.11.608.458 I slot print_timing: id  3 | task 3225 |    graphs reused =       3192
7.11.608.530 I slot      release: id  3 | task 3225 | stop processing: n_tokens = 440, truncated = 0
7.11.617.900 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.208 (> 0.100 thold), f_keep = 0.261
7.11.631.373 I slot launch_slot_: id  3 | task 3315 | processing task, is_child = 0
7.23.295.956 I slot print_timing: id  3 | task 3315 | prompt eval time =    7426.81 ms /   221 tokens (   33.61 ms per token,    29.76 tokens per second)
7.23.296.020 I slot print_timing: id  3 | task 3315 |        eval time =    4237.68 ms /    59 tokens (   73.06 ms per token,    13.69 tokens per second)
7.23.296.046 I slot print_timing: id  3 | task 3315 |       total time =   11664.49 ms /   280 tokens
7.23.296.071 I slot print_timing: id  3 | task 3315 |    graphs reused =       3249
7.23.297.768 I slot      release: id  3 | task 3315 | stop processing: n_tokens = 610, truncated = 0
7.23.305.508 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.733 (> 0.100 thold), f_keep = 0.667
7.23.305.712 I slot launch_slot_: id  3 | task 3375 | processing task, is_child = 0
7.32.021.495 I slot print_timing: id  3 | task 3375 | prompt eval time =    4993.10 ms /   148 tokens (   33.74 ms per token,    29.64 tokens per second)
7.32.021.555 I slot print_timing: id  3 | task 3375 |        eval time =    3722.62 ms /    51 tokens (   74.45 ms per token,    13.43 tokens per second)
7.32.021.581 I slot print_timing: id  3 | task 3375 |       total time =    8715.72 ms /   199 tokens
7.32.021.606 I slot print_timing: id  3 | task 3375 |    graphs reused =       3298
7.32.021.720 I slot      release: id  3 | task 3375 | stop processing: n_tokens = 605, truncated = 0
7.32.030.920 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.773 (> 0.100 thold), f_keep = 0.788
7.32.031.114 I slot launch_slot_: id  3 | task 3427 | processing task, is_child = 0
7.43.727.424 I slot print_timing: id  3 | task 3427 | prompt eval time =    4845.09 ms /   140 tokens (   34.61 ms per token,    28.90 tokens per second)
7.43.727.432 I slot print_timing: id  3 | task 3427 |        eval time =    6851.16 ms /    93 tokens (   74.47 ms per token,    13.43 tokens per second)
7.43.727.433 I slot print_timing: id  3 | task 3427 |       total time =   11696.25 ms /   233 tokens
7.43.727.434 I slot print_timing: id  3 | task 3427 |    graphs reused =       3389
7.43.727.533 I slot      release: id  3 | task 3427 | stop processing: n_tokens = 709, truncated = 0
7.43.737.097 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.751 (> 0.100 thold), f_keep = 0.673
7.43.737.268 I slot launch_slot_: id  3 | task 3521 | processing task, is_child = 0
7.56.377.863 I slot print_timing: id  3 | task 3521 | n_gen =    100, tg =  13.71 t/s, tg_3s =  13.85 t/s
7.56.817.934 I slot print_timing: id  3 | task 3521 | prompt eval time =    5419.78 ms /   158 tokens (   34.30 ms per token,    29.15 tokens per second)
7.56.817.942 I slot print_timing: id  3 | task 3521 |        eval time =    7660.84 ms /   106 tokens (   72.96 ms per token,    13.71 tokens per second)
7.56.817.943 I slot print_timing: id  3 | task 3521 |       total time =   13080.63 ms /   264 tokens
7.56.817.944 I slot print_timing: id  3 | task 3521 |    graphs reused =       3493
7.56.818.043 I slot      release: id  3 | task 3521 | stop processing: n_tokens = 740, truncated = 0
7.56.827.243 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.373 (> 0.100 thold), f_keep = 0.155
7.56.844.099 I slot launch_slot_: id  3 | task 3628 | processing task, is_child = 0
8.07.190.505 I slot print_timing: id  3 | task 3628 | n_gen =    100, tg =  14.88 t/s, tg_3s =  15.03 t/s
8.09.268.067 I slot print_timing: id  3 | task 3628 | prompt eval time =    3695.05 ms /   114 tokens (   32.41 ms per token,    30.85 tokens per second)
8.09.268.080 I slot print_timing: id  3 | task 3628 |        eval time =    8728.87 ms /   130 tokens (   67.67 ms per token,    14.78 tokens per second)
8.09.268.081 I slot print_timing: id  3 | task 3628 |       total time =   12423.92 ms /   244 tokens
8.09.268.082 I slot print_timing: id  3 | task 3628 |    graphs reused =       3621
8.09.269.433 I slot      release: id  3 | task 3628 | stop processing: n_tokens = 437, truncated = 0
8.09.277.636 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.163 (> 0.100 thold), f_keep = 0.263
8.09.293.121 I slot launch_slot_: id  3 | task 3759 | processing task, is_child = 0
8.24.567.923 I slot print_timing: id  3 | task 3759 | n_gen =    100, tg =  13.52 t/s, tg_3s =  13.66 t/s
8.27.630.032 I slot print_timing: id  3 | task 3759 | n_gen =    140, tg =  13.39 t/s, tg_3s =  13.06 t/s
8.30.685.432 I slot print_timing: id  3 | task 3759 | n_gen =    180, tg =  13.32 t/s, tg_3s =  13.09 t/s
8.31.222.836 I slot print_timing: id  3 | task 3759 | prompt eval time =    7953.22 ms /   235 tokens (   33.84 ms per token,    29.55 tokens per second)
8.31.222.895 I slot print_timing: id  3 | task 3759 |        eval time =   13976.45 ms /   187 tokens (   75.14 ms per token,    13.31 tokens per second)
8.31.222.922 I slot print_timing: id  3 | task 3759 |       total time =   21929.67 ms /   422 tokens
8.31.222.948 I slot print_timing: id  3 | task 3759 |    graphs reused =       3805
8.31.224.536 I slot      release: id  3 | task 3759 | stop processing: n_tokens = 892, truncated = 0
8.31.236.437 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.676 (> 0.100 thold), f_keep = 0.593
8.31.236.658 I slot launch_slot_: id  3 | task 3947 | processing task, is_child = 0
8.44.716.020 I slot print_timing: id  3 | task 3947 | prompt eval time =    8589.89 ms /   254 tokens (   33.82 ms per token,    29.57 tokens per second)
8.44.716.080 I slot print_timing: id  3 | task 3947 |        eval time =    4889.39 ms /    65 tokens (   76.40 ms per token,    13.09 tokens per second)
8.44.716.106 I slot print_timing: id  3 | task 3947 |       total time =   13479.28 ms /   319 tokens
8.44.716.131 I slot print_timing: id  3 | task 3947 |    graphs reused =       3868
8.44.716.535 I slot      release: id  3 | task 3947 | stop processing: n_tokens = 847, truncated = 0
8.44.725.105 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.352 (> 0.100 thold), f_keep = 0.136
8.44.743.632 I slot launch_slot_: id  3 | task 4013 | processing task, is_child = 0
8.55.162.839 I slot print_timing: id  3 | task 4013 | prompt eval time =    4393.76 ms /   133 tokens (   33.04 ms per token,    30.27 tokens per second)
8.55.162.846 I slot print_timing: id  3 | task 4013 |        eval time =    6025.39 ms /    91 tokens (   66.95 ms per token,    14.94 tokens per second)
8.55.162.847 I slot print_timing: id  3 | task 4013 |       total time =   10419.15 ms /   224 tokens
8.55.162.848 I slot print_timing: id  3 | task 4013 |    graphs reused =       3957
8.55.164.288 I slot      release: id  3 | task 4013 | stop processing: n_tokens = 417, truncated = 0
8.55.172.427 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.160 (> 0.100 thold), f_keep = 0.276
8.55.188.084 I slot launch_slot_: id  3 | task 4105 | processing task, is_child = 0
9.06.423.107 I slot print_timing: id  3 | task 4105 | n_gen =    100, tg =  13.38 t/s, tg_3s =  13.52 t/s
9.09.291.076 I slot print_timing: id  3 | task 4105 | prompt eval time =    3836.39 ms /   110 tokens (   34.88 ms per token,    28.67 tokens per second)
9.09.291.085 I slot print_timing: id  3 | task 4105 |        eval time =   10266.54 ms /   137 tokens (   75.49 ms per token,    13.25 tokens per second)
9.09.291.086 I slot print_timing: id  3 | task 4105 |       total time =   14102.93 ms /   247 tokens
9.09.291.087 I slot print_timing: id  3 | task 4105 |    graphs reused =       4091
9.09.291.445 I slot      release: id  3 | task 4105 | stop processing: n_tokens = 854, truncated = 0
9.09.302.631 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.451 (> 0.100 thold), f_keep = 0.135
9.09.321.321 I slot launch_slot_: id  3 | task 4243 | processing task, is_child = 0
9.17.528.299 I slot print_timing: id  3 | task 4243 | prompt eval time =    2181.33 ms /    61 tokens (   35.76 ms per token,    27.96 tokens per second)
9.17.528.306 I slot print_timing: id  3 | task 4243 |        eval time =    6025.58 ms /    92 tokens (   66.22 ms per token,    15.10 tokens per second)
9.17.528.308 I slot print_timing: id  3 | task 4243 |       total time =    8206.91 ms /   153 tokens
9.17.528.309 I slot print_timing: id  3 | task 4243 |    graphs reused =       4180
9.17.528.714 I slot      release: id  3 | task 4243 | stop processing: n_tokens = 346, truncated = 0
9.17.538.438 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.135 (> 0.100 thold), f_keep = 0.332
9.17.553.528 I slot launch_slot_: id  3 | task 4336 | processing task, is_child = 0
9.32.232.594 I slot print_timing: id  3 | task 4336 | prompt eval time =    8711.66 ms /   253 tokens (   34.43 ms per token,    29.04 tokens per second)
9.32.232.604 I slot print_timing: id  3 | task 4336 |        eval time =    5967.35 ms /    78 tokens (   77.50 ms per token,    12.90 tokens per second)
9.32.232.605 I slot print_timing: id  3 | task 4336 |       total time =   14679.00 ms /   331 tokens
9.32.232.606 I slot print_timing: id  3 | task 4336 |    graphs reused =       4256
9.32.233.077 I slot      release: id  3 | task 4336 | stop processing: n_tokens = 932, truncated = 0
9.32.246.012 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.774 (> 0.100 thold), f_keep = 0.715
9.32.246.180 I slot launch_slot_: id  3 | task 4415 | processing task, is_child = 0
9.42.305.491 I slot print_timing: id  3 | task 4415 | prompt eval time =    6704.28 ms /   194 tokens (   34.56 ms per token,    28.94 tokens per second)
9.42.305.514 I slot print_timing: id  3 | task 4415 |        eval time =    3355.00 ms /    45 tokens (   76.25 ms per token,    13.11 tokens per second)
9.42.305.515 I slot print_timing: id  3 | task 4415 |       total time =   10059.28 ms /   239 tokens
9.42.305.516 I slot print_timing: id  3 | task 4415 |    graphs reused =       4299
9.42.305.624 I slot      release: id  3 | task 4415 | stop processing: n_tokens = 904, truncated = 0
9.42.314.188 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.442 (> 0.100 thold), f_keep = 0.127
9.42.333.583 I slot launch_slot_: id  3 | task 4461 | processing task, is_child = 0
9.49.304.384 I slot print_timing: id  3 | task 4461 | prompt eval time =    2196.54 ms /    66 tokens (   33.28 ms per token,    30.05 tokens per second)
9.49.304.393 I slot print_timing: id  3 | task 4461 |        eval time =    4774.22 ms /    73 tokens (   66.31 ms per token,    15.08 tokens per second)
9.49.304.393 I slot print_timing: id  3 | task 4461 |       total time =    6970.75 ms /   139 tokens
9.49.304.395 I slot print_timing: id  3 | task 4461 |    graphs reused =       4370
9.49.305.751 I slot      release: id  3 | task 4461 | stop processing: n_tokens = 332, truncated = 0
9.49.314.142 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.130 (> 0.100 thold), f_keep = 0.346
9.49.328.165 I slot launch_slot_: id  3 | task 4535 | processing task, is_child = 0
10.01.896.875 I slot print_timing: id  3 | task 4535 | n_gen =    100, tg =  12.96 t/s, tg_3s =  13.09 t/s
10.04.954.496 I slot print_timing: id  3 | task 4535 | n_gen =    139, tg =  12.90 t/s, tg_3s =  12.76 t/s
10.08.019.262 I slot print_timing: id  3 | task 4535 | n_gen =    175, tg =  12.65 t/s, tg_3s =  11.75 t/s
10.08.516.457 I slot print_timing: id  3 | task 4535 | prompt eval time =    4931.10 ms /   138 tokens (   35.73 ms per token,    27.99 tokens per second)
10.08.516.471 I slot print_timing: id  3 | task 4535 |        eval time =   14257.11 ms /   181 tokens (   79.21 ms per token,    12.63 tokens per second)
10.08.516.472 I slot print_timing: id  3 | task 4535 |       total time =   19188.20 ms /   319 tokens
10.08.516.473 I slot print_timing: id  3 | task 4535 |    graphs reused =       4548
10.08.516.586 I slot      release: id  3 | task 4535 | stop processing: n_tokens = 1065, truncated = 0
10.08.525.511 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.401 (> 0.100 thold), f_keep = 0.108
10.08.548.706 I slot launch_slot_: id  3 | task 4717 | processing task, is_child = 0
10.16.682.467 I slot print_timing: id  3 | task 4717 | prompt eval time =    3140.77 ms /    93 tokens (   33.77 ms per token,    29.61 tokens per second)
10.16.682.475 I slot print_timing: id  3 | task 4717 |        eval time =    4992.93 ms /    76 tokens (   66.57 ms per token,    15.02 tokens per second)
10.16.682.476 I slot print_timing: id  3 | task 4717 |       total time =    8133.70 ms /   169 tokens
10.16.682.477 I slot print_timing: id  3 | task 4717 |    graphs reused =       4622
10.16.682.825 I slot      release: id  3 | task 4717 | stop processing: n_tokens = 362, truncated = 0
10.16.692.042 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.137 (> 0.100 thold), f_keep = 0.318
10.16.708.081 I slot launch_slot_: id  3 | task 4794 | processing task, is_child = 0
10.23.406.382 I slot print_timing: id  3 | task 4794 | prompt eval time =    3305.66 ms /    92 tokens (   35.93 ms per token,    27.83 tokens per second)
10.23.406.389 I slot print_timing: id  3 | task 4794 |        eval time =    3392.57 ms /    45 tokens (   77.10 ms per token,    12.97 tokens per second)
10.23.406.390 I slot print_timing: id  3 | task 4794 |       total time =    6698.23 ms /   137 tokens
10.23.406.391 I slot print_timing: id  3 | task 4794 |    graphs reused =       4665
10.23.407.646 I slot      release: id  3 | task 4794 | stop processing: n_tokens = 883, truncated = 0
10.23.416.222 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.841 (> 0.100 thold), f_keep = 0.846
10.23.416.407 I slot launch_slot_: id  3 | task 4840 | processing task, is_child = 0
10.36.134.189 I slot print_timing: id  3 | task 4840 | n_gen =    100, tg =  13.00 t/s, tg_3s =  13.13 t/s
10.39.204.211 I slot print_timing: id  3 | task 4840 | n_gen =    140, tg =  13.01 t/s, tg_3s =  13.03 t/s
10.42.241.225 I slot print_timing: id  3 | task 4840 | n_gen =    178, tg =  12.90 t/s, tg_3s =  12.51 t/s
10.43.766.981 I slot print_timing: id  3 | task 4840 | prompt eval time =    5100.49 ms /   141 tokens (   36.17 ms per token,    27.64 tokens per second)
10.43.766.988 I slot print_timing: id  3 | task 4840 |        eval time =   15250.03 ms /   197 tokens (   77.81 ms per token,    12.85 tokens per second)
10.43.766.989 I slot print_timing: id  3 | task 4840 |       total time =   20350.52 ms /   338 tokens
10.43.766.990 I slot print_timing: id  3 | task 4840 |    graphs reused =       4859
10.43.767.159 I slot      release: id  3 | task 4840 | stop processing: n_tokens = 1084, truncated = 0
10.43.776.305 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.399 (> 0.100 thold), f_keep = 0.106
10.43.798.914 I slot launch_slot_: id  3 | task 5038 | processing task, is_child = 0
10.53.557.549 I slot print_timing: id  3 | task 5038 | n_gen =    100, tg =  15.00 t/s, tg_3s =  15.15 t/s
10.56.602.713 I slot print_timing: id  3 | task 5038 | n_gen =    145, tg =  14.93 t/s, tg_3s =  14.78 t/s
10.59.608.081 I slot print_timing: id  3 | task 5038 | n_gen =    189, tg =  14.86 t/s, tg_3s =  14.64 t/s
11.00.156.149 I slot print_timing: id  3 | task 5038 | prompt eval time =    3160.01 ms /    94 tokens (   33.62 ms per token,    29.75 tokens per second)
11.00.156.204 I slot print_timing: id  3 | task 5038 |        eval time =   13197.14 ms /   197 tokens (   67.33 ms per token,    14.85 tokens per second)
11.00.156.230 I slot print_timing: id  3 | task 5038 |       total time =   16357.15 ms /   291 tokens
11.00.156.255 I slot print_timing: id  3 | task 5038 |    graphs reused =       5054
11.00.159.809 I slot      release: id  3 | task 5038 | stop processing: n_tokens = 484, truncated = 0
11.00.166.064 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.126 (> 0.100 thold), f_keep = 0.238
11.00.184.150 I slot launch_slot_: id  3 | task 5236 | processing task, is_child = 0
11.13.023.335 I slot print_timing: id  3 | task 5236 | prompt eval time =    6129.31 ms /   173 tokens (   35.43 ms per token,    28.23 tokens per second)
11.13.023.348 I slot print_timing: id  3 | task 5236 |        eval time =    6709.78 ms /    88 tokens (   77.12 ms per token,    12.97 tokens per second)
11.13.023.349 I slot print_timing: id  3 | task 5236 |       total time =   12839.09 ms /   261 tokens
11.13.023.350 I slot print_timing: id  3 | task 5236 |    graphs reused =       5140
11.13.023.466 I slot      release: id  3 | task 5236 | stop processing: n_tokens = 1001, truncated = 0
11.13.033.956 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.848 (> 0.100 thold), f_keep = 0.809
11.13.034.133 I slot launch_slot_: id  3 | task 5325 | processing task, is_child = 0
11.24.752.340 I slot print_timing: id  3 | task 5325 | prompt eval time =    5203.35 ms /   145 tokens (   35.89 ms per token,    27.87 tokens per second)
11.24.752.348 I slot print_timing: id  3 | task 5325 |        eval time =    6514.80 ms /    85 tokens (   77.56 ms per token,    12.89 tokens per second)
11.24.752.349 I slot print_timing: id  3 | task 5325 |       total time =   11718.15 ms /   230 tokens
11.24.752.350 I slot print_timing: id  3 | task 5325 |    graphs reused =       5222
11.24.752.476 I slot      release: id  3 | task 5325 | stop processing: n_tokens = 1039, truncated = 0
11.24.761.351 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.380 (> 0.100 thold), f_keep = 0.111
11.24.784.611 I slot launch_slot_: id  3 | task 5411 | processing task, is_child = 0
11.35.124.771 I slot print_timing: id  3 | task 5411 | n_gen =    100, tg =  14.78 t/s, tg_3s =  14.93 t/s
11.38.135.543 I slot print_timing: id  3 | task 5411 | n_gen =    144, tg =  14.73 t/s, tg_3s =  14.61 t/s
11.38.748.219 I slot print_timing: id  3 | task 5411 | prompt eval time =    3643.93 ms /   109 tokens (   33.43 ms per token,    29.91 tokens per second)
11.38.748.231 I slot print_timing: id  3 | task 5411 |        eval time =   10319.63 ms /   153 tokens (   67.89 ms per token,    14.73 tokens per second)
11.38.748.232 I slot print_timing: id  3 | task 5411 |       total time =   13963.56 ms /   262 tokens
11.38.748.233 I slot print_timing: id  3 | task 5411 |    graphs reused =       5373
11.38.751.800 I slot      release: id  3 | task 5411 | stop processing: n_tokens = 455, truncated = 0
11.38.758.198 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.122 (> 0.100 thold), f_keep = 0.253
11.38.774.995 I slot launch_slot_: id  3 | task 5565 | processing task, is_child = 0
11.46.919.162 I slot print_timing: id  3 | task 5565 | prompt eval time =    4780.34 ms /   133 tokens (   35.94 ms per token,    27.82 tokens per second)
11.46.919.169 I slot print_timing: id  3 | task 5565 |        eval time =    3363.78 ms /    45 tokens (   76.45 ms per token,    13.08 tokens per second)
11.46.919.170 I slot print_timing: id  3 | task 5565 |       total time =    8144.12 ms /   178 tokens
11.46.919.171 I slot print_timing: id  3 | task 5565 |    graphs reused =       5416
11.46.923.808 I slot      release: id  3 | task 5565 | stop processing: n_tokens = 987, truncated = 0
11.46.927.843 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.414 (> 0.100 thold), f_keep = 0.117
11.46.949.876 I slot launch_slot_: id  3 | task 5611 | processing task, is_child = 0
11.53.807.678 I slot print_timing: id  3 | task 5611 | prompt eval time =    2700.07 ms /    82 tokens (   32.93 ms per token,    30.37 tokens per second)
11.53.807.690 I slot print_timing: id  3 | task 5611 |        eval time =    4157.69 ms /    64 tokens (   66.00 ms per token,    15.15 tokens per second)
11.53.807.691 I slot print_timing: id  3 | task 5611 |       total time =    6857.76 ms /   146 tokens
11.53.807.692 I slot print_timing: id  3 | task 5611 |    graphs reused =       5478
11.53.807.757 I slot      release: id  3 | task 5611 | stop processing: n_tokens = 341, truncated = 0
11.53.817.496 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.121 (> 0.100 thold), f_keep = 0.337
11.53.832.587 I slot launch_slot_: id  3 | task 5676 | processing task, is_child = 0
12.06.829.654 I slot print_timing: id  3 | task 5676 | n_gen =    100, tg =  12.76 t/s, tg_3s =  12.88 t/s
12.09.903.074 I slot print_timing: id  3 | task 5676 | n_gen =    137, tg =  12.55 t/s, tg_3s =  12.04 t/s
12.12.912.005 I slot print_timing: id  3 | task 5676 | n_gen =    174, tg =  12.50 t/s, tg_3s =  12.30 t/s
12.13.981.657 I slot print_timing: id  3 | task 5676 | prompt eval time =    5235.92 ms /   143 tokens (   36.61 ms per token,    27.31 tokens per second)
12.13.981.669 I slot print_timing: id  3 | task 5676 |        eval time =   14913.10 ms /   187 tokens (   80.18 ms per token,    12.47 tokens per second)
12.13.981.670 I slot print_timing: id  3 | task 5676 |       total time =   20149.02 ms /   330 tokens
12.13.981.671 I slot print_timing: id  3 | task 5676 |    graphs reused =       5662
12.13.986.800 I slot      release: id  3 | task 5676 | stop processing: n_tokens = 1137, truncated = 0
12.13.990.987 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.395 (> 0.100 thold), f_keep = 0.101
12.14.015.014 I slot launch_slot_: id  3 | task 5864 | processing task, is_child = 0
12.23.824.502 I slot print_timing: id  3 | task 5864 | n_gen =    100, tg =  14.91 t/s, tg_3s =  15.06 t/s
