0.00.000.338 I srv  llama_server: initializing ...
0.00.009.664 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.010.121 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.010.201 E srv         start: couldn't bind HTTP server socket, hostname: 127.0.0.1, port: 8081
0.00.010.205 I srv    operator(): operator(): cleaning up before exit...
0.00.010.274 E srv  llama_server: exiting due to HTTP server error
0.00.000.364 I srv  llama_server: initializing ...
0.00.009.473 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.009.880 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.011.145 I srv    load_model: loading model '/home/runner/work/Eldorado/Eldorado/ia_local/modelos/Llama-3.2-3B-Instruct-Q4_K_M.gguf'
0.01.837.951 I cmn          init: llama threadpool init, n_threads = 4
0.02.071.635 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.077.197 I srv  llama_server: model loaded
0.02.077.215 I srv  llama_server: listening on http://127.0.0.1:8081
0.03.009.754 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
5.40.690.582 I slot print_timing: id  3 | task 2989 |       total time =   12272.14 ms /   261 tokens
5.40.690.583 I slot print_timing: id  3 | task 2989 |    graphs reused =       3010
5.40.690.948 I slot      release: id  3 | task 2989 | stop processing: n_tokens = 500, truncated = 0
5.40.700.192 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.398 (> 0.100 thold), f_keep = 0.230
5.40.713.380 I slot launch_slot_: id  3 | task 3106 | processing task, is_child = 0
5.50.397.595 I slot print_timing: id  3 | task 3106 | n_gen =    100, tg =  15.45 t/s, tg_3s =  15.61 t/s
5.51.055.762 I slot print_timing: id  3 | task 3106 | prompt eval time =    3276.18 ms /    95 tokens (   34.49 ms per token,    29.00 tokens per second)
5.51.055.775 I slot print_timing: id  3 | task 3106 |        eval time =    7066.14 ms /   110 tokens (   64.83 ms per token,    15.43 tokens per second)
5.51.055.776 I slot print_timing: id  3 | task 3106 |       total time =   10342.32 ms /   205 tokens
5.51.055.777 I slot print_timing: id  3 | task 3106 |    graphs reused =       3118
5.51.055.845 I slot      release: id  3 | task 3106 | stop processing: n_tokens = 398, truncated = 0
5.51.064.820 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.263 (> 0.100 thold), f_keep = 0.289
5.51.075.602 I slot launch_slot_: id  3 | task 3217 | processing task, is_child = 0
6.03.302.550 I slot print_timing: id  3 | task 3217 | prompt eval time =    6493.64 ms /   197 tokens (   32.96 ms per token,    30.34 tokens per second)
6.03.302.558 I slot print_timing: id  3 | task 3217 |        eval time =    5733.27 ms /    88 tokens (   65.90 ms per token,    15.17 tokens per second)
6.03.302.559 I slot print_timing: id  3 | task 3217 |       total time =   12226.90 ms /   285 tokens
6.03.302.560 I slot print_timing: id  3 | task 3217 |    graphs reused =       3203
6.03.302.634 I slot      release: id  3 | task 3217 | stop processing: n_tokens = 525, truncated = 0
6.03.311.857 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.359 (> 0.100 thold), f_keep = 0.219
6.03.323.922 I slot launch_slot_: id  3 | task 3306 | processing task, is_child = 0
6.13.832.592 I slot print_timing: id  3 | task 3306 | prompt eval time =    4170.91 ms /   126 tokens (   33.10 ms per token,    30.21 tokens per second)
6.13.832.601 I slot print_timing: id  3 | task 3306 |        eval time =    6337.72 ms /    99 tokens (   64.67 ms per token,    15.46 tokens per second)
6.13.832.602 I slot print_timing: id  3 | task 3306 |       total time =   10508.62 ms /   225 tokens
6.13.832.603 I slot print_timing: id  3 | task 3306 |    graphs reused =       3300
6.13.833.879 I slot      release: id  3 | task 3306 | stop processing: n_tokens = 418, truncated = 0
6.13.841.700 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.253 (> 0.100 thold), f_keep = 0.275
6.13.853.626 I slot launch_slot_: id  3 | task 3406 | processing task, is_child = 0
6.25.983.682 I slot print_timing: id  3 | task 3406 | prompt eval time =    7115.31 ms /   215 tokens (   33.09 ms per token,    30.22 tokens per second)
6.25.983.695 I slot print_timing: id  3 | task 3406 |        eval time =    5014.70 ms /    77 tokens (   65.98 ms per token,    15.16 tokens per second)
6.25.983.696 I slot print_timing: id  3 | task 3406 |       total time =   12130.01 ms /   292 tokens
6.25.983.697 I slot print_timing: id  3 | task 3406 |    graphs reused =       3374
6.25.984.913 I slot      release: id  3 | task 3406 | stop processing: n_tokens = 531, truncated = 0
6.25.992.750 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.319 (> 0.100 thold), f_keep = 0.217
6.26.005.023 I slot launch_slot_: id  3 | task 3484 | processing task, is_child = 0
6.37.981.809 I slot print_timing: id  3 | task 3484 | n_gen =    100, tg =  15.35 t/s, tg_3s =  15.51 t/s
6.38.307.365 I slot print_timing: id  3 | task 3484 | prompt eval time =    5528.21 ms /   167 tokens (   33.10 ms per token,    30.21 tokens per second)
6.38.307.378 I slot print_timing: id  3 | task 3484 |        eval time =    6774.08 ms /   105 tokens (   65.14 ms per token,    15.35 tokens per second)
6.38.307.379 I slot print_timing: id  3 | task 3484 |       total time =   12302.29 ms /   272 tokens
6.38.307.380 I slot print_timing: id  3 | task 3484 |    graphs reused =       3477
6.38.307.454 I slot      release: id  3 | task 3484 | stop processing: n_tokens = 465, truncated = 0
6.38.316.822 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.200 (> 0.100 thold), f_keep = 0.247
6.38.328.485 I slot launch_slot_: id  3 | task 3590 | processing task, is_child = 0
6.55.043.604 I slot print_timing: id  3 | task 3590 | prompt eval time =   11121.30 ms /   334 tokens (   33.30 ms per token,    30.03 tokens per second)
6.55.043.612 I slot print_timing: id  3 | task 3590 |        eval time =    5593.77 ms /    82 tokens (   69.06 ms per token,    14.48 tokens per second)
6.55.043.613 I slot print_timing: id  3 | task 3590 |       total time =   16715.07 ms /   416 tokens
6.55.043.614 I slot print_timing: id  3 | task 3590 |    graphs reused =       3557
6.55.047.314 I slot      release: id  3 | task 3590 | stop processing: n_tokens = 655, truncated = 0
6.55.052.926 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.243 (> 0.100 thold), f_keep = 0.176
6.55.068.113 I slot launch_slot_: id  3 | task 3673 | processing task, is_child = 0
7.10.953.154 I slot print_timing: id  3 | task 3673 | n_gen =    100, tg =  14.88 t/s, tg_3s =  15.03 t/s
7.12.278.663 I slot print_timing: id  3 | task 3673 | prompt eval time =    9229.61 ms /   279 tokens (   33.08 ms per token,    30.23 tokens per second)
7.12.278.678 I slot print_timing: id  3 | task 3673 |        eval time =    7980.89 ms /   119 tokens (   67.63 ms per token,    14.79 tokens per second)
7.12.278.679 I slot print_timing: id  3 | task 3673 |       total time =   17210.50 ms /   398 tokens
7.12.278.680 I slot print_timing: id  3 | task 3673 |    graphs reused =       3673
7.12.280.012 I slot      release: id  3 | task 3673 | stop processing: n_tokens = 591, truncated = 0
7.12.290.036 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.253 (> 0.100 thold), f_keep = 0.195
7.12.303.968 I slot launch_slot_: id  3 | task 3793 | processing task, is_child = 0
7.24.792.828 I slot print_timing: id  3 | task 3793 | prompt eval time =    7047.93 ms /   214 tokens (   32.93 ms per token,    30.36 tokens per second)
7.24.792.838 I slot print_timing: id  3 | task 3793 |        eval time =    5440.88 ms /    83 tokens (   66.35 ms per token,    15.07 tokens per second)
7.24.792.840 I slot print_timing: id  3 | task 3793 |       total time =   12488.81 ms /   297 tokens
7.24.792.841 I slot print_timing: id  3 | task 3793 |    graphs reused =       3753
7.24.800.317 I slot      release: id  3 | task 3793 | stop processing: n_tokens = 537, truncated = 0
7.24.802.058 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.327 (> 0.100 thold), f_keep = 0.214
7.24.815.963 I slot launch_slot_: id  3 | task 3877 | processing task, is_child = 0
7.35.795.723 I slot print_timing: id  3 | task 3877 | prompt eval time =    5278.84 ms /   158 tokens (   33.41 ms per token,    29.93 tokens per second)
7.35.795.792 I slot print_timing: id  3 | task 3877 |        eval time =    5700.83 ms /    89 tokens (   64.78 ms per token,    15.44 tokens per second)
7.35.795.818 I slot print_timing: id  3 | task 3877 |       total time =   10979.67 ms /   247 tokens
7.35.795.844 I slot print_timing: id  3 | task 3877 |    graphs reused =       3840
7.35.797.010 I slot      release: id  3 | task 3877 | stop processing: n_tokens = 440, truncated = 0
7.35.804.756 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.303 (> 0.100 thold), f_keep = 0.261
7.35.815.824 I slot launch_slot_: id  3 | task 3967 | processing task, is_child = 0
7.46.939.526 I slot print_timing: id  3 | task 3967 | n_gen =    100, tg =  15.32 t/s, tg_3s =  15.47 t/s
7.49.224.282 I slot print_timing: id  3 | task 3967 | prompt eval time =    4661.45 ms /   139 tokens (   33.54 ms per token,    29.82 tokens per second)
7.49.224.360 I slot print_timing: id  3 | task 3967 |        eval time =    8746.91 ms /   135 tokens (   65.28 ms per token,    15.32 tokens per second)
7.49.224.386 I slot print_timing: id  3 | task 3967 |       total time =   13408.36 ms /   274 tokens
7.49.224.412 I slot print_timing: id  3 | task 3967 |    graphs reused =       3972
7.49.228.314 I slot      release: id  3 | task 3967 | stop processing: n_tokens = 513, truncated = 0
7.49.233.166 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.755 (> 0.100 thold), f_keep = 0.468
7.49.241.226 I slot launch_slot_: id  3 | task 4103 | processing task, is_child = 0
7.57.102.349 I slot print_timing: id  3 | task 4103 | prompt eval time =    2675.70 ms /    78 tokens (   34.30 ms per token,    29.15 tokens per second)
7.57.102.373 I slot print_timing: id  3 | task 4103 |        eval time =    5185.32 ms /    82 tokens (   64.02 ms per token,    15.62 tokens per second)
7.57.102.374 I slot print_timing: id  3 | task 4103 |       total time =    7861.02 ms /   160 tokens
7.57.102.375 I slot print_timing: id  3 | task 4103 |    graphs reused =       4052
7.57.102.439 I slot      release: id  3 | task 4103 | stop processing: n_tokens = 399, truncated = 0
7.57.111.243 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.632 (> 0.100 thold), f_keep = 0.602
7.57.111.475 I slot launch_slot_: id  3 | task 4186 | processing task, is_child = 0
8.08.198.690 I slot print_timing: id  3 | task 4186 | n_gen =    100, tg =  15.47 t/s, tg_3s =  15.63 t/s
8.10.986.588 I slot print_timing: id  3 | task 4186 | prompt eval time =    4689.67 ms /   140 tokens (   33.50 ms per token,    29.85 tokens per second)
8.10.986.602 I slot print_timing: id  3 | task 4186 |        eval time =    9185.41 ms /   142 tokens (   65.14 ms per token,    15.35 tokens per second)
8.10.986.603 I slot print_timing: id  3 | task 4186 |       total time =   13875.07 ms /   282 tokens
8.10.986.604 I slot print_timing: id  3 | task 4186 |    graphs reused =       4191
8.10.986.679 I slot      release: id  3 | task 4186 | stop processing: n_tokens = 521, truncated = 0
8.10.995.768 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.603 (> 0.100 thold), f_keep = 0.461
8.11.004.395 I slot launch_slot_: id  3 | task 4329 | processing task, is_child = 0
8.22.786.505 I slot print_timing: id  3 | task 4329 | n_gen =    100, tg =  15.29 t/s, tg_3s =  15.44 t/s
8.23.310.884 I slot print_timing: id  3 | task 4329 | prompt eval time =    5307.13 ms /   158 tokens (   33.59 ms per token,    29.77 tokens per second)
8.23.310.946 I slot print_timing: id  3 | task 4329 |        eval time =    6999.31 ms /   108 tokens (   65.41 ms per token,    15.29 tokens per second)
8.23.310.974 I slot print_timing: id  3 | task 4329 |       total time =   12306.44 ms /   266 tokens
8.23.311.000 I slot print_timing: id  3 | task 4329 |    graphs reused =       4297
8.23.312.327 I slot      release: id  3 | task 4329 | stop processing: n_tokens = 505, truncated = 0
8.23.319.914 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.373 (> 0.100 thold), f_keep = 0.228
8.23.332.690 I slot launch_slot_: id  3 | task 4438 | processing task, is_child = 0
8.33.421.725 I slot print_timing: id  3 | task 4438 | n_gen =    100, tg =  15.50 t/s, tg_3s =  15.65 t/s
8.36.476.804 I slot print_timing: id  3 | task 4438 | n_gen =    147, tg =  15.46 t/s, tg_3s =  15.38 t/s
8.37.580.250 I slot print_timing: id  3 | task 4438 | prompt eval time =    3701.17 ms /   114 tokens (   32.47 ms per token,    30.80 tokens per second)
8.37.580.330 I slot print_timing: id  3 | task 4438 |        eval time =   10546.30 ms /   164 tokens (   64.70 ms per token,    15.46 tokens per second)
8.37.580.357 I slot print_timing: id  3 | task 4438 |       total time =   14247.47 ms /   278 tokens
8.37.580.383 I slot print_timing: id  3 | task 4438 |    graphs reused =       4459
8.37.580.743 I slot      release: id  3 | task 4438 | stop processing: n_tokens = 471, truncated = 0
8.37.593.556 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.280 (> 0.100 thold), f_keep = 0.244
8.37.607.677 I slot launch_slot_: id  3 | task 4603 | processing task, is_child = 0
8.49.730.811 I slot print_timing: id  3 | task 4603 | n_gen =    100, tg =  15.39 t/s, tg_3s =  15.54 t/s
8.52.794.233 I slot print_timing: id  3 | task 4603 | n_gen =    145, tg =  15.16 t/s, tg_3s =  14.69 t/s
8.53.346.010 I slot print_timing: id  3 | task 4603 | prompt eval time =    5689.26 ms /   170 tokens (   33.47 ms per token,    29.88 tokens per second)
8.53.346.017 I slot print_timing: id  3 | task 4603 |        eval time =   10048.98 ms /   153 tokens (   66.11 ms per token,    15.13 tokens per second)
8.53.346.018 I slot print_timing: id  3 | task 4603 |       total time =   15738.24 ms /   323 tokens
8.53.346.020 I slot print_timing: id  3 | task 4603 |    graphs reused =       4609
8.53.346.096 I slot      release: id  3 | task 4603 | stop processing: n_tokens = 563, truncated = 0
8.53.357.895 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.581 (> 0.100 thold), f_keep = 0.428
8.53.368.055 I slot launch_slot_: id  3 | task 4757 | processing task, is_child = 0
9.03.932.636 I slot print_timing: id  3 | task 4757 | prompt eval time =    5811.27 ms /   174 tokens (   33.40 ms per token,    29.94 tokens per second)
9.03.932.662 I slot print_timing: id  3 | task 4757 |        eval time =    4753.23 ms /    74 tokens (   65.11 ms per token,    15.36 tokens per second)
9.03.932.663 I slot print_timing: id  3 | task 4757 |       total time =   10564.49 ms /   248 tokens
9.03.932.664 I slot print_timing: id  3 | task 4757 |    graphs reused =       4681
9.03.932.744 I slot      release: id  3 | task 4757 | stop processing: n_tokens = 488, truncated = 0
9.03.941.682 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.352 (> 0.100 thold), f_keep = 0.236
9.03.954.786 I slot launch_slot_: id  3 | task 4832 | processing task, is_child = 0
9.14.205.345 I slot print_timing: id  3 | task 4832 | prompt eval time =    4421.48 ms /   133 tokens (   33.24 ms per token,    30.08 tokens per second)
9.14.205.353 I slot print_timing: id  3 | task 4832 |        eval time =    5829.00 ms /    91 tokens (   64.77 ms per token,    15.44 tokens per second)
9.14.205.354 I slot print_timing: id  3 | task 4832 |       total time =   10250.47 ms /   224 tokens
9.14.205.355 I slot print_timing: id  3 | task 4832 |    graphs reused =       4770
9.14.206.603 I slot      release: id  3 | task 4832 | stop processing: n_tokens = 417, truncated = 0
9.14.214.222 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.329 (> 0.100 thold), f_keep = 0.276
9.14.225.674 I slot launch_slot_: id  3 | task 4924 | processing task, is_child = 0
9.24.190.135 I slot print_timing: id  3 | task 4924 | n_gen =    100, tg =  15.43 t/s, tg_3s =  15.58 t/s
9.25.167.586 I slot print_timing: id  3 | task 4924 | prompt eval time =    3547.53 ms /   106 tokens (   33.47 ms per token,    29.88 tokens per second)
9.25.167.600 I slot print_timing: id  3 | task 4924 |        eval time =    7394.33 ms /   115 tokens (   64.86 ms per token,    15.42 tokens per second)
9.25.167.601 I slot print_timing: id  3 | task 4924 |       total time =   10941.86 ms /   221 tokens
9.25.167.602 I slot print_timing: id  3 | task 4924 |    graphs reused =       4883
9.25.168.898 I slot      release: id  3 | task 4924 | stop processing: n_tokens = 464, truncated = 0
9.25.176.874 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.451 (> 0.100 thold), f_keep = 0.248
9.25.188.436 I slot launch_slot_: id  3 | task 5040 | processing task, is_child = 0
9.33.408.099 I slot print_timing: id  3 | task 5040 | prompt eval time =    2166.73 ms /    61 tokens (   35.52 ms per token,    28.15 tokens per second)
9.33.408.106 I slot print_timing: id  3 | task 5040 |        eval time =    6052.87 ms /    95 tokens (   64.39 ms per token,    15.53 tokens per second)
9.33.408.107 I slot print_timing: id  3 | task 5040 |       total time =    8219.60 ms /   156 tokens
9.33.408.108 I slot print_timing: id  3 | task 5040 |    graphs reused =       4975
9.33.409.323 I slot      release: id  3 | task 5040 | stop processing: n_tokens = 349, truncated = 0
9.33.417.126 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.272 (> 0.100 thold), f_keep = 0.330
9.33.427.478 I slot launch_slot_: id  3 | task 5136 | processing task, is_child = 0
9.46.029.863 I slot print_timing: id  3 | task 5136 | n_gen =    100, tg =  15.11 t/s, tg_3s =  15.26 t/s
9.46.571.616 I slot print_timing: id  3 | task 5136 | prompt eval time =    6049.31 ms /   183 tokens (   33.06 ms per token,    30.25 tokens per second)
9.46.571.629 I slot print_timing: id  3 | task 5136 |        eval time =    7094.78 ms /   108 tokens (   66.31 ms per token,    15.08 tokens per second)
9.46.571.631 I slot print_timing: id  3 | task 5136 |       total time =   13144.09 ms /   291 tokens
9.46.571.632 I slot print_timing: id  3 | task 5136 |    graphs reused =       5080
9.46.571.995 I slot      release: id  3 | task 5136 | stop processing: n_tokens = 530, truncated = 0
9.46.580.584 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.680 (> 0.100 thold), f_keep = 0.453
9.46.589.984 I slot launch_slot_: id  3 | task 5245 | processing task, is_child = 0
9.54.060.268 I slot print_timing: id  3 | task 5245 | prompt eval time =    3696.18 ms /   113 tokens (   32.71 ms per token,    30.57 tokens per second)
9.54.060.276 I slot print_timing: id  3 | task 5245 |        eval time =    3774.05 ms /    59 tokens (   65.07 ms per token,    15.37 tokens per second)
9.54.060.276 I slot print_timing: id  3 | task 5245 |       total time =    7470.22 ms /   172 tokens
9.54.060.278 I slot print_timing: id  3 | task 5245 |    graphs reused =       5137
9.54.064.314 I slot      release: id  3 | task 5245 | stop processing: n_tokens = 411, truncated = 0
9.54.069.369 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.442 (> 0.100 thold), f_keep = 0.280
9.54.079.353 I slot launch_slot_: id  3 | task 5305 | processing task, is_child = 0
10.00.955.474 I slot print_timing: id  3 | task 5305 | prompt eval time =    2209.86 ms /    66 tokens (   33.48 ms per token,    29.87 tokens per second)
10.00.955.493 I slot print_timing: id  3 | task 5305 |        eval time =    4666.20 ms /    73 tokens (   64.81 ms per token,    15.43 tokens per second)
10.00.955.494 I slot print_timing: id  3 | task 5305 |       total time =    6876.06 ms /   139 tokens
10.00.955.495 I slot print_timing: id  3 | task 5305 |    graphs reused =       5208
10.00.955.561 I slot      release: id  3 | task 5305 | stop processing: n_tokens = 332, truncated = 0
10.00.964.327 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.304 (> 0.100 thold), f_keep = 0.346
10.00.973.565 I slot launch_slot_: id  3 | task 5379 | processing task, is_child = 0
10.12.067.884 I slot print_timing: id  3 | task 5379 | n_gen =    100, tg =  15.30 t/s, tg_3s =  15.46 t/s
10.15.117.605 I slot print_timing: id  3 | task 5379 | n_gen =    146, tg =  15.23 t/s, tg_3s =  15.08 t/s
10.18.162.686 I slot print_timing: id  3 | task 5379 | n_gen =    190, tg =  15.04 t/s, tg_3s =  14.45 t/s
10.21.145.476 I slot print_timing: id  3 | task 5379 | prompt eval time =    4625.41 ms /   138 tokens (   33.52 ms per token,    29.84 tokens per second)
10.21.145.537 I slot print_timing: id  3 | task 5379 |        eval time =   15546.44 ms /   233 tokens (   67.01 ms per token,    14.92 tokens per second)
10.21.145.564 I slot print_timing: id  3 | task 5379 |       total time =   20171.85 ms /   371 tokens
10.21.145.589 I slot print_timing: id  3 | task 5379 |    graphs reused =       5438
10.21.145.997 I slot      release: id  3 | task 5379 | stop processing: n_tokens = 610, truncated = 0
10.21.154.522 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.401 (> 0.100 thold), f_keep = 0.189
10.21.167.313 I slot launch_slot_: id  3 | task 5613 | processing task, is_child = 0
10.29.437.959 I slot print_timing: id  3 | task 5613 | prompt eval time =    3155.04 ms /    93 tokens (   33.93 ms per token,    29.48 tokens per second)
10.29.437.966 I slot print_timing: id  3 | task 5613 |        eval time =    5115.52 ms /    80 tokens (   64.75 ms per token,    15.44 tokens per second)
10.29.437.968 I slot print_timing: id  3 | task 5613 |       total time =    8270.56 ms /   173 tokens
10.29.437.969 I slot print_timing: id  3 | task 5613 |    graphs reused =       5516
10.29.439.125 I slot      release: id  3 | task 5613 | stop processing: n_tokens = 366, truncated = 0
10.29.446.913 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.346 (> 0.100 thold), f_keep = 0.314
10.29.455.928 I slot launch_slot_: id  3 | task 5694 | processing task, is_child = 0
10.37.973.020 I slot print_timing: id  3 | task 5694 | prompt eval time =    2800.64 ms /    84 tokens (   33.34 ms per token,    29.99 tokens per second)
10.37.973.027 I slot print_timing: id  3 | task 5694 |        eval time =    5716.39 ms /    89 tokens (   64.96 ms per token,    15.39 tokens per second)
10.37.973.028 I slot print_timing: id  3 | task 5694 |       total time =    8517.02 ms /   173 tokens
10.37.973.029 I slot print_timing: id  3 | task 5694 |    graphs reused =       5603
10.37.974.377 I slot      release: id  3 | task 5694 | stop processing: n_tokens = 420, truncated = 0
10.37.982.793 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.630 (> 0.100 thold), f_keep = 0.571
10.37.982.958 I slot launch_slot_: id  3 | task 5784 | processing task, is_child = 0
10.46.630.660 I slot print_timing: id  3 | task 5784 | prompt eval time =    4747.18 ms /   141 tokens (   33.67 ms per token,    29.70 tokens per second)
10.46.630.718 I slot print_timing: id  3 | task 5784 |        eval time =    3900.48 ms /    60 tokens (   66.11 ms per token,    15.13 tokens per second)
10.46.630.745 I slot print_timing: id  3 | task 5784 |       total time =    8647.67 ms /   201 tokens
10.46.630.773 I slot print_timing: id  3 | task 5784 |    graphs reused =       5661
10.46.630.871 I slot      release: id  3 | task 5784 | stop processing: n_tokens = 440, truncated = 0
10.46.639.628 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.399 (> 0.100 thold), f_keep = 0.261
10.46.650.422 I slot launch_slot_: id  3 | task 5845 | processing task, is_child = 0
10.56.222.976 I slot print_timing: id  3 | task 5845 | n_gen =    100, tg =  15.46 t/s, tg_3s =  15.62 t/s
10.59.236.826 I slot print_timing: id  3 | task 5845 | n_gen =    146, tg =  15.40 t/s, tg_3s =  15.26 t/s
11.02.293.436 I slot print_timing: id  3 | task 5845 | n_gen =    193, tg =  15.39 t/s, tg_3s =  15.38 t/s
11.03.210.647 I slot print_timing: id  3 | task 5845 | prompt eval time =    3169.47 ms /    94 tokens (   33.72 ms per token,    29.66 tokens per second)
11.03.210.662 I slot print_timing: id  3 | task 5845 |        eval time =   13390.66 ms /   207 tokens (   65.00 ms per token,    15.38 tokens per second)
11.03.210.663 I slot print_timing: id  3 | task 5845 |       total time =   16560.13 ms /   301 tokens
11.03.210.665 I slot print_timing: id  3 | task 5845 |    graphs reused =       5866
11.03.210.998 I slot      release: id  3 | task 5845 | stop processing: n_tokens = 494, truncated = 0
11.03.221.250 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.332 (> 0.100 thold), f_keep = 0.233
11.03.233.605 I slot launch_slot_: id  3 | task 6053 | processing task, is_child = 0
11.13.220.052 I slot print_timing: id  3 | task 6053 | n_gen =    100, tg =  15.35 t/s, tg_3s =  15.51 t/s
11.14.334.580 I slot print_timing: id  3 | task 6053 | prompt eval time =    3537.17 ms /   106 tokens (   33.37 ms per token,    29.97 tokens per second)
11.14.334.640 I slot print_timing: id  3 | task 6053 |        eval time =    7563.76 ms /   117 tokens (   65.20 ms per token,    15.34 tokens per second)
11.14.334.670 I slot print_timing: id  3 | task 6053 |       total time =   11100.93 ms /   223 tokens
11.14.334.696 I slot print_timing: id  3 | task 6053 |    graphs reused =       5981
11.14.338.314 I slot      release: id  3 | task 6053 | stop processing: n_tokens = 462, truncated = 0
11.14.343.786 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.625 (> 0.100 thold), f_keep = 0.524
11.14.343.940 I slot launch_slot_: id  3 | task 6171 | processing task, is_child = 0
11.24.453.337 I slot print_timing: id  3 | task 6171 | prompt eval time =    4817.13 ms /   145 tokens (   33.22 ms per token,    30.10 tokens per second)
11.24.453.351 I slot print_timing: id  3 | task 6171 |        eval time =    5292.24 ms /    82 tokens (   65.34 ms per token,    15.31 tokens per second)
11.24.453.352 I slot print_timing: id  3 | task 6171 |       total time =   10109.36 ms /   227 tokens
11.24.453.353 I slot print_timing: id  3 | task 6171 |    graphs reused =       6061
11.24.453.710 I slot      release: id  3 | task 6171 | stop processing: n_tokens = 468, truncated = 0
11.24.462.269 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.380 (> 0.100 thold), f_keep = 0.246
11.24.474.987 I slot launch_slot_: id  3 | task 6254 | processing task, is_child = 0
11.34.538.752 I slot print_timing: id  3 | task 6254 | n_gen =    100, tg =  15.44 t/s, tg_3s =  15.60 t/s
11.37.541.054 I slot print_timing: id  3 | task 6254 | n_gen =    146, tg =  15.40 t/s, tg_3s =  15.32 t/s
11.38.201.195 I slot print_timing: id  3 | task 6254 | prompt eval time =    3652.55 ms /   109 tokens (   33.51 ms per token,    29.84 tokens per second)
11.38.201.247 I slot print_timing: id  3 | task 6254 |        eval time =   10073.59 ms /   156 tokens (   64.99 ms per token,    15.39 tokens per second)
11.38.201.272 I slot print_timing: id  3 | task 6254 |       total time =   13726.14 ms /   265 tokens
11.38.201.313 I slot print_timing: id  3 | task 6254 |    graphs reused =       6215
11.38.201.403 I slot      release: id  3 | task 6254 | stop processing: n_tokens = 458, truncated = 0
11.38.210.327 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.307 (> 0.100 thold), f_keep = 0.251
11.38.222.904 I slot launch_slot_: id  3 | task 6411 | processing task, is_child = 0
11.47.348.835 I slot print_timing: id  3 | task 6411 | prompt eval time =    4444.27 ms /   133 tokens (   33.42 ms per token,    29.93 tokens per second)
11.47.348.844 I slot print_timing: id  3 | task 6411 |        eval time =    4681.61 ms /    71 tokens (   66.88 ms per token,    14.95 tokens per second)
11.47.348.845 I slot print_timing: id  3 | task 6411 |       total time =    9125.88 ms /   204 tokens
11.47.348.846 I slot print_timing: id  3 | task 6411 |    graphs reused =       6284
11.47.349.195 I slot      release: id  3 | task 6411 | stop processing: n_tokens = 445, truncated = 0
